,winner_name,loser_name,event_date,method,round,time,time_format,bout_type,event_name,event_location,winner_stance,loser_stance,winner,delta_KD,delta_sig_str_pct,delta_total_str_pct,delta_TD_pct,delta_sub_att,delta_rev,delta_ctrl,delta_sig_str_head_acc_pct,delta_sig_str_body_acc_pct,delta_sig_str_leg_acc_pct,delta_sig_str_distance_acc_pct,delta_sig_str_clinch_acc_pct,delta_sig_str_ground_acc_pct,delta_sig_str_head_tar_pct,delta_sig_str_body_tar_pct,delta_sig_str_leg_tar_pct,delta_sig_str_distance_pos_pct,delta_sig_str_clinch_pos_pct,delta_sig_str_ground_pos_pct,delta_height,delta_reach,delta_slpm_cs,delta_str_acc_cs,delta_sapm_cs,delta_str_def_cs,delta_td_avg_cs,delta_td_acc_cs,delta_td_def_cs,delta_sub_avg_cs
3913,LIZ CARMOUCHE,KATLYN CERMINARA,12/11/2016,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 205: Alvarez vs McGregor,"New York City, New York, USA",Orthodox,,red,-1.0,23.0,15.68,57.0,0.0,0.0,446.0,7.05,25.98,4.0,20.49,29.17,33.33,-28.0,-4.0,32.0,0.0,-6.0,5.0,,,,,,,,,,
3919,ALEXA GRASSO,HEATHER CLARK,05/11/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Dos Anjos vs. Ferguson,"Mexico City, Distrito Federal, Mexico",Orthodox,Orthodox,red,0.0,3.0,1.73,50.0,0.0,0.0,63.0,3.75,-2.86,-16.67,6.07,-28.18,80.0,1.0,-7.0,6.0,-12.0,5.0,6.0,-2.54,5.08,1.27,-6.0,-2.01,14.0,-0.05,36.0,-20.0,0.3
3949,KETLEN VIEIRA,KELLY FASZHOLZ,01/10/2016,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Lineker vs. Dodson,"Portland, Oregon, USA",Orthodox,Orthodox,blue,0.0,-20.0,-7.65,66.0,0.0,0.0,459.0,-12.91,-66.67,0.0,-13.97,-61.11,-9.53,25.0,-31.0,6.0,24.0,-25.0,1.0,0.0,,-1.35,-12.0,0.23,1.0,2.19,48.0,48.0,0.5
3978,JESSICA ANDRADE,JOANNE WOOD,10/09/2016,Submission,1.0,4:38,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 203: Miocic vs. Overeem,"Cleveland, Ohio, USA",Orthodox,,red,0.0,21.0,11.97,66.0,1.0,0.0,197.0,36.81,0.0,-100.0,24.56,20.0,13.16,27.0,20.0,-46.0,-51.0,0.0,53.0,,,,,,,,,,
3979,BETHE CORREIA,JESSICA EYE,10/09/2016,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 203: Miocic vs. Overeem,"Cleveland, Ohio, USA",Orthodox,Orthodox,blue,0.0,6.0,10.59,0.0,0.0,0.0,57.0,9.21,-5.56,-19.86,5.95,20.83,0.0,10.0,-7.0,-2.0,-1.0,1.0,0.0,-2.54,-5.08,0.63,7.0,0.55,3.0,-0.01,-20.0,27.0,-0.5
3990,ASHLEE EVANS-SMITH,VERONICA HARDY,03/09/2016,KO/TKO,3.0,2:46,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Arlovski vs. Barnett,"Hamburg, Hamburg, Germany",Orthodox,,red,0.0,7.0,7.41,40.0,0.0,0.0,252.0,4.41,9.32,23.33,-13.91,-1.76,78.57,0.0,6.0,-7.0,-37.0,-8.0,45.0,,,,,,,,,,
3996,PAIGE VANZANT,BEC RAWLINGS,27/08/2016,KO/TKO,2.0,0:17,3 Rnd (5-5-5),Women's Strawweight Bout,UFC on FOX: Maia vs. Condit,"Vancouver, British Columbia, Canada",Orthodox,Orthodox,red,1.0,-2.0,-8.46,0.0,0.0,0.0,15.0,0.25,-26.67,53.85,6.86,-27.73,63.64,-15.0,-12.0,28.0,18.0,-45.0,28.0,-5.08,2.54,-1.13,10.0,-3.04,-15.0,0.56,-7.0,-34.0,0.6
4010,RAQUEL PENNINGTON,ELIZABETH PHILLIPS,20/08/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 202: Diaz vs. McGregor 2,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,22.0,20.79,40.0,1.0,-1.0,-94.0,28.23,48.21,0.0,-3.33,0.65,100.0,21.0,16.0,-37.0,-42.0,17.0,24.0,2.54,5.08,1.02,15.0,0.13,5.0,0.37,3.0,12.0,0.5
4012,CORTNEY CASEY,RANDA MARKOS,20/08/2016,Submission,1.0,4:34,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 202: Diaz vs. McGregor 2,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,35.0,-8.6,-100.0,1.0,0.0,-28.0,28.33,50.0,100.0,24.11,0.0,78.57,-24.0,4.0,19.0,-33.0,-21.0,52.0,7.62,10.16,1.48,-3.0,0.99,-7.0,-0.95,-1.0,-19.0,0.4
4021,MARYNA MOROZ,DANIELLE TAYLOR,06/08/2016,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Rodriguez vs. Caceres,"Salt Lake City, Utah, USA",Orthodox,Orthodox,red,0.0,-10.0,-9.9,-100.0,0.0,0.0,-1.0,-2.87,14.29,-16.67,-9.9,0.0,0.0,35.0,5.0,-41.0,0.0,0.0,0.0,17.78,17.78,1.34,2.0,0.84,-18.0,0.36,-2.0,-23.0,0.2
4029,KAROLINA KOWALKIEWICZ,ROSE NAMAJUNAS,30/07/2016,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 201: Lawler vs. Woodley,"Atlanta, Georgia, USA",Orthodox,Orthodox,blue,0.0,-14.0,-5.97,-33.0,0.0,0.0,-8.0,-18.5,-0.6,-31.0,-22.41,9.21,-41.67,-22.0,20.0,2.0,-29.0,26.0,3.0,-5.08,-2.54,1.14,-1.0,1.67,-4.0,-1.81,-41.0,25.0,-0.7
4038,VALENTINA SHEVCHENKO,HOLLY HOLM,23/07/2016,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Women's Bantamweight Bout,UFC on FOX: Holm vs. Shevchenko,"Chicago, Illinois, USA",Southpaw,Southpaw,blue,0.0,22.0,23.24,42.0,0.0,0.0,58.0,22.28,-14.85,23.43,22.48,-66.67,75.0,13.0,-17.0,3.0,3.0,-6.0,3.0,-7.62,-7.62,-0.18,12.0,-0.77,5.0,1.4,28.0,-1.0,0.2
4041,FELICE HERRIG,KAILIN CURRAN,23/07/2016,Submission,1.0,1:59,3 Rnd (5-5-5),Women's Strawweight Bout,UFC on FOX: Holm vs. Shevchenko,"Chicago, Illinois, USA",Orthodox,Orthodox,red,0.0,14.0,10.04,100.0,1.0,0.0,60.0,1.32,-28.57,75.0,13.92,0.0,0.0,-42.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,-0.26,-7.0,0.09,-4.0,-0.82,-27.0,11.0,0.3
4055,KATLYN CERMINARA,LAUREN MURPHY,13/07/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: McDonald vs. Lineker,"Sioux Falls, South Dakota, USA",,Orthodox,blue,0.0,6.0,-2.14,-25.0,0.0,0.0,-335.0,1.97,-2.86,13.13,9.78,-50.0,-83.33,-13.0,10.0,4.0,17.0,-4.0,-13.0,,,,,,,,,,
4057,CORTNEY CASEY,CRISTINA STANCIU,13/07/2016,KO/TKO,1.0,2:36,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: McDonald vs. Lineker,"Sioux Falls, South Dakota, USA",Orthodox,Orthodox,red,0.0,26.0,32.14,100.0,0.0,0.0,58.0,44.23,-100.0,-16.67,-6.36,-100.0,88.89,54.0,-20.0,-35.0,-65.0,-20.0,84.0,10.16,,1.83,-12.0,1.12,0.0,-0.57,-73.0,-2.0,-1.1
4061,AMANDA NUNES,MIESHA TATE,09/07/2016,Submission,1.0,3:16,5 Rnd (5-5-5-5-5),UFC Women's Bantamweight Title Bout,UFC 200: Tate vs Nunes,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,43.0,43.49,0.0,1.0,0.0,27.0,48.14,10.0,50.0,38.57,60.0,87.5,21.0,-26.0,5.0,-25.0,7.0,17.0,5.08,7.62,2.57,10.0,-0.26,7.0,0.44,22.0,32.0,-0.7
4065,JULIANNA PENA,CAT ZINGANO,09/07/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 200: Tate vs Nunes,"Las Vegas, Nevada, USA",Orthodox,Southpaw,blue,0.0,10.0,23.84,-9.0,1.0,-1.0,-253.0,13.73,0.0,-100.0,-10.71,0.0,6.82,12.0,-3.0,-9.0,-19.0,-2.0,21.0,0.0,2.54,0.23,-14.0,0.07,6.0,-0.28,-12.0,-19.0,0.0
4072,JOANNA JEDRZEJCZYK,CLAUDIA GADELHA,08/07/2016,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Women's Strawweight Title Bout,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,-1.0,11.0,2.39,20.0,0.0,0.0,-480.0,1.84,44.29,49.53,13.66,9.01,22.22,-27.0,12.0,15.0,9.0,0.0,-10.0,5.08,5.08,2.99,7.0,-1.49,7.0,-2.75,20.0,23.0,-0.6
4074,TATIANA SUAREZ,AMANDA COOPER,08/07/2016,Submission,1.0,3:43,3 Rnd + OT (5-5-5-5),Ultimate Fighter 23 Women's Strawweight Tournament Title Bout,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"Las Vegas, Nevada, USA",Southpaw,Switch,red,0.0,59.0,31.23,100.0,-1.0,-1.0,152.0,58.33,100.0,0.0,25.0,0.0,88.24,-7.0,6.0,0.0,-94.0,0.0,93.0,5.08,5.08,1.27,21.0,-1.75,-3.0,4.94,24.0,72.0,-1.2
4100,JOANNE WOOD,VALERIE LETOURNEAU,18/06/2016,KO/TKO,3.0,2:44,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: MacDonald vs Thompson,"Ottawa, Ontario, Canada",,Orthodox,blue,2.0,0.0,0.77,50.0,0.0,0.0,221.0,-1.06,-36.19,9.28,5.4,-19.69,-47.06,-12.0,-7.0,20.0,11.0,-15.0,4.0,,,,,,,,,,
4106,RANDA MARKOS,JOCELYN JONES-LYBARGER,18/06/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: MacDonald vs Thompson,"Ottawa, Ontario, Canada",Orthodox,Orthodox,red,0.0,2.0,2.75,-84.0,1.0,0.0,9.0,4.92,21.22,-37.5,-2.24,-7.78,72.73,14.0,0.0,-14.0,-19.0,10.0,9.0,-7.62,-2.54,-0.11,10.0,-1.63,3.0,0.89,3.0,-24.0,0.2
4116,JESSICA ANDRADE,JESSICA PENNE,04/06/2016,KO/TKO,2.0,2:56,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 199: Rockhold vs. Bisping 2,"Los Angeles, California, USA",Orthodox,Orthodox,blue,0.0,28.0,26.85,0.0,0.0,0.0,32.0,27.26,35.31,100.0,30.04,-7.73,0.0,14.0,-15.0,0.0,-4.0,4.0,0.0,-10.16,-12.7,3.92,16.0,0.53,5.0,1.53,32.0,56.0,-0.2
4127,SARA MCMANN,JESSICA EYE,29/05/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Almeida vs Garbrandt,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,2.0,7.76,40.0,1.0,0.0,478.0,-6.47,-20.0,0.0,-28.79,84.62,-11.11,-24.0,44.0,-21.0,-77.0,50.0,26.0,0.0,0.0,-1.44,8.0,-2.07,-7.0,3.96,25.0,-7.0,0.0
4147,GERMAINE DE RANDAMIE,ANNA ELMOSE,08/05/2016,KO/TKO,1.0,3:46,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Overeem vs Arlovski,"Rotterdam, Zuid-Holland, Netherlands",Orthodox,Orthodox,red,1.0,2.0,-6.77,0.0,0.0,0.0,-80.0,-19.3,50.0,-100.0,-6.25,17.95,0.0,17.0,17.0,-33.0,5.0,-5.0,0.0,15.24,,-0.96,-3.0,-2.5,9.0,0.0,0.0,36.0,0.4
4149,KAROLINA KOWALKIEWICZ,HEATHER CLARK,08/05/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Overeem vs Arlovski,"Rotterdam, Zuid-Holland, Netherlands",Orthodox,Orthodox,red,0.0,-1.0,-8.12,0.0,0.0,-1.0,-256.0,0.28,5.96,5.55,-3.79,0.16,0.0,8.0,-6.0,-2.0,-16.0,16.0,0.0,-7.62,0.0,1.58,-10.0,0.03,6.0,-0.23,8.0,-5.0,-0.2
4164,CARLA ESPARZA,JULIANA LIMA,23/04/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 197: Jones vs Saint Preux,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,6.0,4.16,71.0,0.0,-2.0,441.0,2.62,-0.83,-100.0,-2.72,-33.33,11.48,-16.0,20.0,-3.0,-9.0,-16.0,25.0,-10.16,-5.08,0.35,-2.0,0.74,-2.0,1.72,4.0,-22.0,0.3
4170,ROSE NAMAJUNAS,TECIA PENNINGTON,16/04/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC on FOX: Teixeira vs Evans,"Tampa, Florida, USA",Orthodox,,red,0.0,-21.0,-30.0,50.0,0.0,0.0,35.0,-5.6,-12.22,-16.55,-18.94,-75.0,-37.5,26.0,11.0,-37.0,6.0,-14.0,9.0,,,,,,,,,,
4174,RAQUEL PENNINGTON,BETHE CORREIA,16/04/2016,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC on FOX: Teixeira vs Evans,"Tampa, Florida, USA",Orthodox,Orthodox,blue,0.0,19.0,13.06,0.0,0.0,0.0,-62.0,14.03,28.1,27.27,18.36,7.4,0.0,-8.0,10.0,-2.0,-10.0,10.0,0.0,5.08,7.62,-0.77,4.0,-1.36,5.0,0.68,8.0,-19.0,0.7
4185,MARYNA MOROZ,CRISTINA STANCIU,10/04/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Rothwell vs Dos Santos,"Zagreb, Croatia",Orthodox,Orthodox,red,0.0,-10.0,-6.82,-67.0,-1.0,0.0,60.0,-3.58,6.19,-50.0,-16.63,-25.0,3.97,13.0,10.0,-23.0,-14.0,-2.0,17.0,10.16,,1.59,-19.0,1.08,1.0,-0.29,-82.0,7.0,-1.3
4198,BEC RAWLINGS,SEO HEE HAM,19/03/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Orthodox,Southpaw,red,0.0,5.0,2.11,33.0,-1.0,-1.0,239.0,8.9,-11.79,-57.14,3.35,-9.09,20.0,13.0,-9.0,-4.0,-7.0,0.0,6.0,10.16,5.08,0.28,3.0,0.51,-4.0,0.71,40.0,2.0,0.2
4201,LESLIE SMITH,RIN NAKAI,19/03/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Orthodox,Orthodox,red,0.0,1.0,-9.46,-23.0,-1.0,0.0,-330.0,-1.56,34.13,-50.0,6.02,-15.0,0.0,-1.0,5.0,-3.0,25.0,-25.0,0.0,20.32,,5.99,7.0,4.51,-9.0,-3.0,-18.0,-13.0,-0.5
4206,MIESHA TATE,HOLLY HOLM,05/03/2016,Submission,5.0,3:30,5 Rnd (5-5-5-5-5),UFC Women's Bantamweight Title Bout,UFC 196: McGregor vs Diaz,"Las Vegas, Nevada, USA",Orthodox,Southpaw,blue,0.0,-3.0,4.21,22.0,2.0,0.0,254.0,2.83,-17.86,-22.23,-11.46,33.33,83.33,13.0,-10.0,-3.0,-31.0,7.0,25.0,-5.08,-7.62,-1.23,3.0,-0.09,-7.0,1.25,1.0,-24.0,1.5
4209,AMANDA NUNES,VALENTINA SHEVCHENKO,05/03/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 196: McGregor vs Diaz,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,7.0,2.36,-67.0,2.0,-1.0,200.0,1.69,4.55,-29.41,8.63,-62.5,-26.21,-25.0,5.0,20.0,-6.0,-17.0,23.0,7.62,7.62,1.52,1.0,0.42,-5.0,0.29,-5.0,9.0,0.6
4240,ASHLEE EVANS-SMITH,MARION RENEAU,21/02/2016,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Cowboy vs Cowboy,"Pittsburgh, Pennsylvania, USA",Orthodox,Orthodox,blue,0.0,-12.0,-12.34,-50.0,-1.0,0.0,38.0,-7.67,-23.21,-1.67,-14.93,24.23,33.33,0.0,23.0,-23.0,-3.0,0.0,3.0,5.08,-2.54,1.25,-7.0,1.32,-6.0,0.44,-40.0,16.0,-0.8
4241,LAUREN MURPHY,KELLY FASZHOLZ,21/02/2016,KO/TKO,3.0,4:55,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Cowboy vs Cowboy,"Pittsburgh, Pennsylvania, USA",Orthodox,Orthodox,red,0.0,3.0,11.63,33.0,0.0,0.0,315.0,2.47,13.89,16.67,-9.58,15.0,83.72,5.0,-11.0,6.0,-39.0,1.0,37.0,-7.62,,-0.21,-10.0,0.21,11.0,1.18,37.0,26.0,0.1
4287,JUSTINE KISH,NINA NUNES,02/01/2016,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 195: Lawler vs Condit,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,1.0,3.56,-20.0,0.0,-1.0,11.0,5.13,4.34,-27.47,-3.5,5.73,33.33,8.0,-5.0,-3.0,-13.0,7.0,5.0,,,,,,,,,,
4295,KAROLINA KOWALKIEWICZ,RANDA MARKOS,19/12/2015,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Orthodox,Orthodox,blue,0.0,5.0,3.35,-11.0,0.0,0.0,-230.0,3.59,57.14,-22.22,-1.01,40.0,83.33,-1.0,13.0,-11.0,-20.0,5.0,15.0,-2.54,2.54,2.42,-2.0,2.45,-3.0,-1.13,-16.0,18.0,-0.1
4298,VALENTINA SHEVCHENKO,SARAH KAUFMAN,19/12/2015,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC on FOX: Dos Anjos vs. Cowboy 2,"Orlando, Florida, USA",Southpaw,Orthodox,blue,0.0,11.0,2.06,19.0,0.0,0.0,82.0,18.56,32.73,-9.62,0.0,44.12,-10.0,14.0,18.0,-31.0,-7.0,28.0,-21.0,0.0,0.0,-3.67,4.0,-1.97,0.0,1.83,1.0,-6.0,0.3
4310,TECIA PENNINGTON,JOCELYN JONES-LYBARGER,12/12/2015,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 194: Aldo vs McGregor,"Las Vegas, Nevada, USA",,Orthodox,red,0.0,30.0,26.93,0.0,0.0,0.0,194.0,40.52,-16.67,0.0,30.21,15.0,-18.18,36.0,-25.0,-10.0,-8.0,6.0,1.0,,,,,,,,,,
4326,ROSE NAMAJUNAS,PAIGE VANZANT,10/12/2015,Submission,5.0,2:25,5 Rnd (5-5-5-5-5),Women's Strawweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,37.0,11.18,80.0,4.0,0.0,975.0,45.77,48.33,20.0,33.55,19.23,61.76,55.0,-19.0,-37.0,-33.0,-5.0,36.0,2.54,0.0,0.78,-12.0,1.36,18.0,0.64,20.0,16.0,-0.2
4336,KAILIN CURRAN,EMILY KAGAN,10/12/2015,Submission,2.0,4:13,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,15.0,8.71,89.0,2.0,0.0,-203.0,0.81,8.33,33.33,8.36,42.73,0.0,-39.0,39.0,0.0,-20.0,20.0,0.0,2.54,,1.29,7.0,-0.54,15.0,0.14,43.0,11.0,0.6
4344,SEO HEE HAM,CORTNEY CASEY,28/11/2015,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Henderson vs Masvidal,"Seoul, South Korea",Southpaw,Orthodox,red,0.0,6.0,9.22,0.0,0.0,0.0,102.0,6.66,7.85,-2.98,11.5,-29.63,0.0,-5.0,9.0,-5.0,9.0,-9.0,0.0,-12.7,-12.7,-0.13,1.0,0.96,9.0,-0.28,-27.0,28.0,-0.4
4361,HOLLY HOLM,RONDA ROUSEY,14/11/2015,KO/TKO,2.0,0:59,5 Rnd (5-5-5-5-5),UFC Women's Bantamweight Title Bout,UFC 193: Rousey vs Holm,"Melbourne, Victoria, Australia",Southpaw,Orthodox,blue,1.0,45.0,41.27,100.0,0.0,0.0,11.0,43.88,33.33,100.0,46.86,33.33,75.0,0.0,-13.0,13.0,5.0,-13.0,7.0,2.54,7.62,-1.01,-14.0,-1.34,13.0,-5.45,-38.0,26.0,-4.7
4362,JOANNA JEDRZEJCZYK,VALERIE LETOURNEAU,14/11/2015,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Women's Strawweight Title Bout,UFC 193: Rousey vs Holm,"Melbourne, Victoria, Australia",Orthodox,Orthodox,red,0.0,17.0,15.48,-20.0,0.0,0.0,150.0,7.38,16.6,3.78,19.0,9.11,-100.0,-25.0,5.0,21.0,4.0,1.0,-4.0,-2.54,-7.62,1.79,11.0,-2.32,6.0,-0.49,17.0,15.0,-0.2
4391,AISLING DALY,ERICKA ALMEIDA,24/10/2015,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Holohan vs Smolka,"Dublin, Leinster, Ireland",Orthodox,Orthodox,red,0.0,13.0,14.21,-60.0,0.0,0.0,488.0,14.94,10.45,0.0,-34.92,11.47,36.68,9.0,-9.0,0.0,-18.0,-40.0,57.0,-10.16,,1.85,13.0,-1.93,12.0,1.65,8.0,-4.0,0.9
4400,JULIANNA PENA,JESSICA EYE,03/10/2015,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 192: Cormier vs Gustafsson,"Houston, Texas, USA",Orthodox,Orthodox,blue,0.0,-5.0,-2.1,-50.0,2.0,0.0,94.0,-6.26,10.71,-5.0,-18.29,10.42,-13.33,8.0,-4.0,-5.0,-18.0,-7.0,25.0,0.0,7.62,-0.96,10.0,-2.31,-2.0,2.04,13.0,-34.0,0.3
4404,ROSE NAMAJUNAS,ANGELA HILL,03/10/2015,Submission,1.0,2:47,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 192: Cormier vs Gustafsson,"Houston, Texas, USA",Orthodox,Orthodox,red,0.0,-15.0,-22.65,100.0,1.0,0.0,60.0,-6.94,0.0,-100.0,-9.44,-50.0,0.0,26.0,-9.0,-16.0,9.0,-10.0,0.0,5.08,2.54,-1.53,-10.0,-1.0,-4.0,1.46,17.0,-26.0,0.7
4421,PAIGE VANZANT,ALEX CHAMBERS,05/09/2015,Submission,3.0,1:01,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 191: Johnson vs Dodson 2,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,-7.0,-8.47,42.0,0.0,0.0,406.0,-16.45,31.56,-55.56,-25.0,-0.47,100.0,-26.0,33.0,-8.0,-27.0,18.0,9.0,2.54,5.08,0.38,-2.0,-2.48,-8.0,-1.04,-8.0,-19.0,0.0
4424,RAQUEL PENNINGTON,JESSICA ANDRADE,05/09/2015,Submission,2.0,4:58,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 191: Johnson vs Dodson 2,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,-2.0,0.93,20.0,0.0,0.0,-24.0,2.5,10.91,9.09,-13.41,13.33,50.0,17.0,-5.0,-12.0,-22.0,17.0,4.0,15.24,12.7,-2.76,-1.0,-2.06,10.0,-1.99,-29.0,-11.0,0.3
4433,VALERIE LETOURNEAU,MARYNA MOROZ,23/08/2015,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Holloway vs Oliveira,"Saskatoon, Saskatchewan, Canada",Orthodox,Orthodox,blue,1.0,13.0,12.84,100.0,0.0,0.0,398.0,16.43,-5.49,33.33,13.42,22.23,42.86,12.0,-14.0,2.0,-3.0,-2.0,4.0,0.0,2.54,0.42,6.0,1.25,5.0,0.21,27.0,19.0,-0.1
4444,AMANDA NUNES,SARA MCMANN,08/08/2015,Submission,1.0,2:53,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Teixeira vs Saint Preux,"Nashville, Tennessee, USA",Orthodox,Orthodox,blue,1.0,57.0,45.7,0.0,1.0,0.0,37.0,65.04,40.0,50.0,47.78,50.0,78.95,38.0,7.0,-47.0,-60.0,3.0,55.0,5.08,7.62,2.18,6.0,0.51,9.0,-1.91,-12.0,34.0,0.4
4453,RONDA ROUSEY,BETHE CORREIA,01/08/2015,KO/TKO,1.0,0:34,5 Rnd (5-5-5-5-5),UFC Women's Bantamweight Title Bout,UFC 190: Rousey vs Correia,"Rio de Janeiro, Rio de Janeiro, Brazil",Orthodox,Orthodox,red,1.0,-5.0,-4.91,0.0,0.0,0.0,4.0,-7.62,100.0,0.0,-4.55,-8.33,0.0,-11.0,10.0,0.0,-7.0,7.0,0.0,5.08,5.08,-0.22,8.0,-0.42,-14.0,5.82,48.0,-34.0,4.8
4459,CLAUDIA GADELHA,JESSICA AGUILAR,01/08/2015,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 190: Rousey vs Correia,"Rio de Janeiro, Rio de Janeiro, Brazil",Orthodox,Orthodox,red,0.0,7.0,4.11,100.0,0.0,0.0,109.0,18.45,-0.41,-100.0,8.35,-13.49,100.0,35.0,-1.0,-34.0,0.0,-2.0,0.0,2.54,0.0,-1.62,-9.0,-2.62,4.0,2.09,17.0,8.0,0.5
4467,MIESHA TATE,JESSICA EYE,25/07/2015,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC on FOX: Dillashaw vs. Barao II,"Chicago, Illinois, USA",Orthodox,Orthodox,red,1.0,8.0,8.55,25.0,2.0,0.0,362.0,6.6,38.24,11.11,0.86,0.0,86.96,-2.0,22.0,-20.0,-23.0,-11.0,34.0,0.0,0.0,-1.83,4.0,-1.3,-5.0,1.61,-9.0,-5.0,1.1
4476,ELIZABETH PHILLIPS,JESSAMYN DUKE,25/07/2015,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC on FOX: Dillashaw vs. Barao II,"Chicago, Illinois, USA",Orthodox,Orthodox,blue,0.0,3.0,4.74,-16.0,-2.0,-2.0,202.0,6.53,5.0,-25.0,1.97,-23.81,16.67,12.0,-13.0,1.0,-6.0,-20.0,26.0,-12.7,-20.32,-2.23,-20.0,-1.36,1.0,-0.52,-11.0,3.0,-1.7
