,winner_winner_name,winner_loser_name,winner_event_date,winner_method,winner_round,winner_time,winner_time_format,winner_bout_type,winner_event_name,winner_event_location,winner_winner_stance,winner_loser_stance,winner_winner,winner_delta_KD,winner_delta_sig_str_pct,winner_delta_total_str_pct,winner_delta_TD_pct,winner_delta_sub_att,winner_delta_rev,winner_delta_ctrl,winner_delta_sig_str_head_acc_pct,winner_delta_sig_str_body_acc_pct,winner_delta_sig_str_leg_acc_pct,winner_delta_sig_str_distance_acc_pct,winner_delta_sig_str_clinch_acc_pct,winner_delta_sig_str_ground_acc_pct,winner_delta_sig_str_head_tar_pct,winner_delta_sig_str_body_tar_pct,winner_delta_sig_str_leg_tar_pct,winner_delta_sig_str_distance_pos_pct,winner_delta_sig_str_clinch_pos_pct,winner_delta_sig_str_ground_pos_pct,winner_delta_height,winner_delta_reach,winner_delta_slpm_cs,winner_delta_str_acc_cs,winner_delta_sapm_cs,winner_delta_str_def_cs,winner_delta_td_avg_cs,winner_delta_td_acc_cs,winner_delta_td_def_cs,winner_delta_sub_avg_cs,winner_Unnamed: 0,winner_fighter_name,winner_Height,winner_Weight,winner_Reach,winner_SLpM,winner_Str_Acc,winner_SApM,winner_Str_Def,winner_TD_Avg,winner_TD_Acc,winner_TD_Def,winner_Sub_Avg,winner_Stance_Open Stance,winner_Stance_Orthodox,winner_Stance_Southpaw,winner_Stance_Switch,winner_Age,winner_Female
4727,kenny florian,din thomas,19/09/2007,Submission,1.0,4:31,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Thomas vs Florian,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,0.0,27.0,40.98,100.0,1.0,0.0,81.0,20.57,100.0,66.67,29.41,-33.33,5.0,-23.0,14.0,7.0,18.0,-33.0,15.0,2.54,,0.56,3.0,-0.75,4.0,0.84,-19.0,-16.0,0.1,276,kenny florian,70,145.0,70,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,0,0,1,0,49.0,0
4728,chris leben,terry martin,19/09/2007,KO/TKO,3.0,3:56,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Thomas vs Florian,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,1.0,9.0,24.95,-66.0,1.0,0.0,-332.0,-1.07,4.62,-10.0,5.41,3.27,44.44,-26.0,-6.0,31.0,-7.0,14.0,-8.0,7.62,5.08,0.05,-1.0,-0.26,-2.0,-1.96,-1.0,-39.0,0.8,488,chris leben,71,185.0,71,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,0,0,1,0,45.0,0
4729,nate diaz,junior assuncao,19/09/2007,Submission,1.0,4:10,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Thomas vs Florian,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,1.0,40.0,33.04,-17.0,3.0,-1.0,-26.0,60.71,-75.0,0.0,60.0,47.14,-100.0,32.0,-42.0,12.0,-18.0,48.0,-28.0,7.62,10.16,1.31,-17.0,1.72,9.0,-1.24,6.0,-24.0,0.7,214,nate diaz,72,170.0,72,4.62,0.45,3.78,0.53,1.19,0.3,0.42,1.4,0,0,1,0,40.0,0
4730,luke cummo,edilberto de oliveira,19/09/2007,KO/TKO,1.0,1:45,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Thomas vs Florian,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,0.0,0.33,0.0,0.0,0.0,2.0,18.57,40.0,-66.67,-3.47,0.0,100.0,46.0,33.0,-80.0,-17.0,0.0,16.0,0.0,,-2.38,11.0,-5.29,-2.0,0.89,55.0,42.0,1.4,180,luke cummo,72,170.0,72,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4,0,1,0,0,45.0,0
4731,cole miller,leonard garcia,19/09/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Thomas vs Florian,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-7.0,-14.27,50.0,10.0,1.0,533.0,1.81,0.0,-100.0,-5.88,0.0,-18.49,27.0,-8.0,-18.0,-12.0,0.0,12.0,7.62,12.7,0.23,9.0,-0.91,7.0,0.3,10.0,-4.0,1.3,581,cole miller,73,145.0,73,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,0,1,0,0,41.0,0
4732,gray maynard,joe veres,19/09/2007,KO/TKO,1.0,0:09,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Thomas vs Florian,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,75.0,75.0,0.0,0.0,0.0,2.0,75.0,0.0,0.0,100.0,0.0,66.67,100.0,0.0,0.0,33.0,0.0,66.0,5.08,,1.92,32.0,-2.91,39.0,2.91,47.0,81.0,0.7,557,gray maynard,69,155.0,69,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,0,1,0,0,46.0,0
4733,thiago alves,kuniyoshi hironaka,19/09/2007,KO/TKO,2.0,4:04,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Thomas vs Florian,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,11.0,4.05,-33.0,0.0,0.0,-41.0,15.56,-33.33,-1.51,9.93,22.35,-50.0,12.0,-16.0,4.0,-8.0,9.0,-1.0,-2.54,0.0,1.75,1.0,0.41,8.0,-1.2,30.0,38.0,-0.3,21,thiago alves,69,170.0,69,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,0,1,0,0,42.0,0
4734,dustin hazelett,jonathan goulet,19/09/2007,Submission,1.0,1:14,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Thomas vs Florian,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,60.0,60.0,-100.0,2.0,0.0,-48.0,60.0,0.0,0.0,60.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,2.54,7.62,0.63,-1.0,1.5,0.0,-3.62,-20.0,-20.0,3.5,355,dustin hazelett,73,170.0,73,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1,0,1,0,0,39.0,0
4735,quinton jackson,dan henderson,08/09/2007,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Light Heavyweight Title Bout,UFC 75: Champion vs Champion,"London, England, United Kingdom",Orthodox,Orthodox,red,1.0,5.0,13.7,29.0,-3.0,-1.0,32.0,10.01,6.55,4.76,21.42,1.53,-2.94,9.0,7.0,-17.0,15.0,-27.0,12.0,5.08,-2.54,0.81,7.0,-0.19,4.0,0.0,4.0,16.0,-0.2,406,quinton jackson,73,205.0,73,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,0,1,0,0,47.0,0
4736,michael bisping,matt hamill,08/09/2007,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 75: Champion vs Champion,"London, England, United Kingdom",Orthodox,Orthodox,red,0.0,-16.0,-17.62,-50.0,0.0,0.0,-247.0,-21.75,50.0,100.0,-14.32,-100.0,-100.0,-24.0,11.0,12.0,8.0,-1.0,-5.0,0.0,-2.54,0.64,-4.0,-1.09,4.0,-1.95,9.0,-28.0,0.3,81,michael bisping,73,185.0,73,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,0,1,0,0,47.0,0
4737,cheick kongo,mirko filipovic,08/09/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Heavyweight Bout,UFC 75: Champion vs Champion,"London, England, United Kingdom",Orthodox,Southpaw,red,0.0,16.0,-5.02,-75.0,0.0,1.0,269.0,-11.05,23.23,31.25,1.71,41.18,15.0,-36.0,8.0,28.0,-19.0,29.0,-11.0,5.08,22.86,1.22,6.0,-0.61,-9.0,2.11,16.0,-26.0,-0.1,460,cheick kongo,76,240.0,76,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,0,1,0,0,50.0,0
4738,marcus davis,paul taylor,08/09/2007,Submission,1.0,4:14,3 Rnd (5-5-5),Welterweight Bout,UFC 75: Champion vs Champion,"London, England, United Kingdom",Southpaw,Orthodox,red,-1.0,7.0,3.26,33.0,1.0,-1.0,85.0,11.46,-33.33,-66.67,6.67,-25.0,5.93,16.0,-4.0,-12.0,-8.0,-14.0,23.0,-5.08,-5.08,-1.72,-8.0,-1.68,10.0,1.33,23.0,-9.0,0.9,194,marcus davis,70,170.0,70,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,0,0,1,0,52.0,0
4739,gleison tibau,terry etim,08/09/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 75: Champion vs Champion,"London, England, United Kingdom",Southpaw,Orthodox,red,0.0,8.0,31.32,70.0,0.0,0.0,701.0,22.36,25.0,-100.0,-52.94,0.0,82.35,41.0,-2.0,-38.0,-100.0,0.0,100.0,-7.62,-5.08,-0.21,-4.0,-0.02,-4.0,3.65,23.0,53.0,-0.6,918,gleison tibau,70,155.0,70,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,0,0,1,0,42.0,0
4740,thiago silva,tomasz drwal,08/09/2007,KO/TKO,2.0,4:23,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 75: Champion vs Champion,"London, England, United Kingdom",Orthodox,Orthodox,red,1.0,12.0,9.77,-50.0,1.0,0.0,-39.0,13.9,2.22,-60.0,10.37,11.76,-66.67,-3.0,11.0,-8.0,-4.0,9.0,-4.0,2.54,-5.08,0.63,12.0,0.29,10.0,-2.52,-13.0,-12.0,0.3,838,thiago silva,74,205.0,74,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,0,1,0,0,43.0,0
4741,dennis siver,naoyuki kotani,08/09/2007,KO/TKO,2.0,2:04,3 Rnd (5-5-5),Lightweight Bout,UFC 75: Champion vs Champion,"London, England, United Kingdom",Orthodox,Southpaw,red,1.0,12.0,15.13,0.0,-2.0,0.0,224.0,24.98,50.0,-31.43,2.42,22.22,53.33,45.0,3.0,-48.0,-65.0,7.0,57.0,-5.08,10.16,2.85,1.0,-0.22,15.0,0.04,16.0,19.0,-0.5,852,dennis siver,66,145.0,66,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,0,1,0,0,47.0,0
4742,jess liaudin,anthony torres,08/09/2007,KO/TKO,1.0,4:10,3 Rnd (5-5-5),Welterweight Bout,UFC 75: Champion vs Champion,"London, England, United Kingdom",Orthodox,Orthodox,red,2.0,6.0,-6.14,0.0,0.0,0.0,12.0,16.67,0.0,0.0,2.99,-15.0,50.0,28.0,-16.0,-13.0,-22.0,14.0,7.0,2.54,,-1.08,3.0,-4.76,-4.0,3.28,53.0,-70.0,-0.6,503,jess liaudin,69,170.0,69,2.46,0.51,2.76,0.41,3.28,0.53,0.3,1.6,0,1,0,0,,0
4743,randy couture,gabriel gonzaga,25/08/2007,KO/TKO,3.0,1:37,5 Rnd (5-5-5-5-5),UFC Heavyweight Title Bout,UFC 74: Respect,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,44.0,46.59,30.0,-1.0,0.0,538.0,50.31,-33.33,0.0,20.33,22.8,75.0,25.0,-33.0,8.0,-29.0,5.0,23.0,-2.54,-2.54,0.73,12.0,-1.41,2.0,-0.02,7.0,-8.0,-0.6,176,randy couture,73,205.0,73,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,0,1,0,0,62.0,0
4744,georges st-pierre,josh koscheck,25/08/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 74: Respect,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,53.0,54.96,75.0,5.0,0.0,471.0,35.95,100.0,85.71,56.28,0.0,-3.03,-56.0,7.0,47.0,13.0,0.0,-14.0,2.54,7.62,1.99,17.0,-0.87,9.0,1.7,26.0,19.0,0.7,880,georges st-pierre,71,185.0,71,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,0,1,0,0,44.0,0
4745,roger huerta,alberto crane,25/08/2007,KO/TKO,3.0,1:50,3 Rnd (5-5-5),Lightweight Bout,UFC 74: Respect,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-26.0,-21.96,0.0,-3.0,-2.0,167.0,36.36,-42.86,33.33,-41.67,0.0,44.23,76.0,-35.0,-43.0,-89.0,0.0,88.0,10.16,,3.21,11.0,-0.28,-1.0,2.13,46.0,2.0,-3.5,397,roger huerta,69,155.0,69,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,0,1,0,0,42.0,0
4746,joe stevenson,kurt pellegrino,25/08/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 74: Respect,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,21.0,27.15,40.0,2.0,0.0,-122.0,21.56,0.0,0.0,11.24,60.0,-8.02,3.0,-3.0,0.0,-32.0,7.0,24.0,-2.54,0.0,-0.4,1.0,0.5,-3.0,-0.15,-10.0,-30.0,1.4,886,joe stevenson,67,145.0,67,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,0,1,0,0,43.0,0
4747,patrick cote,kendall grove,25/08/2007,KO/TKO,1.0,4:45,3 Rnd (5-5-5),Middleweight Bout,UFC 74: Respect,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,20.0,10.23,0.0,1.0,0.0,155.0,40.0,-50.0,60.0,31.25,-15.15,78.57,50.0,-53.0,4.0,10.0,-65.0,55.0,-17.78,-10.16,0.5,7.0,0.81,-6.0,0.19,-25.0,-13.0,-1.5,171,patrick cote,71,170.0,71,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,0,1,0,0,46.0,0
4748,renato sobral,david heath,25/08/2007,Submission,2.0,3:30,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 74: Respect,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,9.0,-8.49,50.0,3.0,0.0,159.0,1.7,100.0,100.0,3.57,100.0,-5.91,-25.0,23.0,1.0,-13.0,1.0,12.0,5.08,7.62,0.75,15.0,-3.63,8.0,2.15,-8.0,8.0,1.6,861,renato sobral,73,205.0,73,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,0,1,0,0,50.0,0
4749,frank mir,antoni hardonk,25/08/2007,Submission,1.0,1:17,3 Rnd (5-5-5),Heavyweight Bout,UFC 74: Respect,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,0.0,47.0,54.17,100.0,1.0,0.0,61.0,66.67,0.0,0.0,33.34,0.0,100.0,50.0,0.0,-50.0,-50.0,0.0,50.0,-2.54,2.54,-1.22,-14.0,0.77,-8.0,2.02,40.0,14.0,1.1,584,frank mir,75,264.0,75,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,0,0,1,0,46.0,0
4750,thales leites,ryan jensen,25/08/2007,Submission,1.0,3:47,3 Rnd (5-5-5),Middleweight Bout,UFC 74: Respect,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,13.0,11.72,75.0,1.0,0.0,33.0,-27.5,60.0,-11.11,19.61,-66.67,40.0,-62.0,-8.0,71.0,36.0,-18.0,-17.0,0.0,5.08,-0.71,1.0,0.0,-7.0,0.55,-23.0,-1.0,-0.8,493,thales leites,73,185.0,73,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,0,1,0,0,44.0,0
4751,clay guida,marcus aurelio,25/08/2007,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 74: Respect,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,2.0,-5.0,1.03,0.0,0.0,0.0,206.0,-11.68,46.15,-15.38,-8.55,66.67,58.33,-36.0,13.0,23.0,-21.0,4.0,15.0,-7.62,-10.16,1.02,1.0,0.3,4.0,1.67,11.0,41.0,-0.6,336,clay guida,67,155.0,67,2.44,0.34,2.57,0.63,3.36,0.38,0.68,0.7,0,1,0,0,44.0,0
4752,kenny florian,alvin robinson,07/07/2007,KO/TKO,1.0,4:30,3 Rnd (5-5-5),Lightweight Bout,UFC 73: Stacked,"Sacramento, California, USA",Southpaw,Southpaw,red,0.0,25.0,20.56,-40.0,0.0,0.0,67.0,28.57,0.0,100.0,-13.33,50.0,68.0,14.0,-23.0,10.0,-45.0,-40.0,85.0,2.54,15.24,0.84,-10.0,0.56,12.0,0.98,-17.0,35.0,0.1,276,kenny florian,70,145.0,70,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,0,0,1,0,49.0,0
4753,anderson silva,nate marquardt,07/07/2007,KO/TKO,1.0,4:50,5 Rnd (5-5-5-5-5),UFC Middleweight Title Bout,UFC 73: Stacked,"Sacramento, California, USA",Southpaw,Orthodox,red,1.0,39.0,33.54,50.0,0.0,0.0,-101.0,53.18,0.0,-100.0,46.67,0.0,40.0,57.0,-23.0,-33.0,-26.0,0.0,27.0,5.08,7.62,0.34,12.0,-0.27,5.0,-1.37,26.0,-1.0,0.0,839,anderson silva,74,185.0,74,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,0,0,1,0,50.0,0
4754,sean sherk,hermes franca,07/07/2007,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Lightweight Title Bout,UFC 73: Stacked,"Sacramento, California, USA",Orthodox,Orthodox,red,-1.0,37.0,11.67,84.0,-1.0,0.0,1301.0,31.82,100.0,0.0,-8.15,66.67,44.72,-15.0,28.0,-14.0,-61.0,-14.0,75.0,0.0,-10.16,0.39,-4.0,-0.14,0.0,2.56,10.0,19.0,-2.0,831,sean sherk,66,155.0,66,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,0,1,0,0,52.0,0
4755,antonio rodrigo nogueira,heath herring,07/07/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Heavyweight Bout,UFC 73: Stacked,"Sacramento, California, USA",Orthodox,Orthodox,red,-1.0,21.0,18.99,80.0,2.0,-2.0,119.0,22.94,62.5,-90.0,20.67,66.67,8.33,19.0,11.0,-29.0,14.0,-2.0,-13.0,-2.54,-2.54,-0.42,-8.0,0.63,1.0,0.08,-21.0,4.0,1.7,643,antonio rodrigo nogueira,75,240.0,75,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,0,1,0,0,49.0,0
4756,stephan bonnar,mike nickels,07/07/2007,Submission,1.0,2:14,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 73: Stacked,"Sacramento, California, USA",Orthodox,Orthodox,red,0.0,18.0,10.0,-50.0,2.0,0.0,23.0,12.5,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.68,-14.0,1.9,-12.0,-9.79,-40.0,60.0,-1.8,88,stephan bonnar,76,205.0,76,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,0,1,0,0,49.0,0
4757,jorge gurgel,diego saraiva,07/07/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 73: Stacked,"Sacramento, California, USA",Orthodox,Orthodox,red,0.0,0.0,-0.13,0.0,0.0,0.0,311.0,-0.46,-22.86,16.67,-5.86,17.33,-2.94,0.0,-3.0,2.0,-28.0,8.0,19.0,2.54,,1.73,0.0,0.04,0.0,-0.52,-17.0,60.0,-0.2,338,jorge gurgel,67,155.0,67,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5,0,1,0,0,49.0,0
4758,chris lytle,jason gilliam,07/07/2007,Submission,1.0,2:15,3 Rnd (5-5-5),Welterweight Bout,UFC 73: Stacked,"Sacramento, California, USA",Orthodox,Orthodox,red,0.0,20.0,31.11,100.0,5.0,0.0,112.0,40.0,0.0,100.0,25.0,-100.0,50.0,40.0,-60.0,20.0,-6.0,-33.0,40.0,-2.54,,2.97,12.0,-0.11,16.0,0.7,55.0,55.0,2.4,517,chris lytle,71,170.0,71,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,0,1,0,0,51.0,0
4759,frankie edgar,mark bocek,07/07/2007,KO/TKO,1.0,4:55,3 Rnd (5-5-5),Lightweight Bout,UFC 73: Stacked,"Sacramento, California, USA",Orthodox,Orthodox,red,0.0,42.0,44.16,0.0,0.0,0.0,139.0,38.86,66.67,100.0,25.57,71.43,80.0,-10.0,6.0,3.0,-55.0,16.0,38.0,-5.08,-17.78,1.36,-4.0,0.39,6.0,-1.37,-5.0,34.0,-1.0,234,frankie edgar,66,135.0,66,3.7,0.39,2.71,0.66,2.28,0.31,0.65,0.3,0,1,0,0,44.0,0
4760,bj penn,jens pulver,23/06/2007,Submission,2.0,3:12,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,41.0,25.71,100.0,3.0,0.0,179.0,43.0,0.0,0.0,38.96,0.0,46.67,8.0,-8.0,0.0,1.0,-25.0,23.0,5.08,0.0,0.64,11.0,0.07,0.0,0.97,22.0,11.0,0.2,691,bj penn,69,155.0,69,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,0,1,0,0,47.0,0
4761,nate diaz,manvel gamburyan,23/06/2007,Submission,2.0,0:20,3 Rnd (5-5-5),Ultimate Fighter 5 Lightweight Tournament Title Bout,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,0.0,-7.0,32.46,-25.0,0.0,0.0,-230.0,10.0,0.0,-100.0,6.67,-83.33,-40.0,25.0,0.0,-25.0,94.0,-31.0,-62.0,17.78,22.86,2.49,4.0,0.95,-2.0,-2.07,-4.0,-27.0,0.7,214,nate diaz,72,170.0,72,4.62,0.45,3.78,0.53,1.19,0.3,0.42,1.4,0,0,1,0,40.0,0
4762,thales leites,floyd sword,23/06/2007,Submission,1.0,3:50,3 Rnd (5-5-5),Middleweight Bout,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,18.0,37.14,66.0,1.0,0.0,111.0,20.0,-50.0,0.0,10.0,-50.0,66.67,0.0,-17.0,17.0,-33.0,-33.0,66.0,2.54,,1.35,-2.0,1.42,12.0,2.1,27.0,-3.0,1.1,493,thales leites,73,185.0,73,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,0,1,0,0,44.0,0
4763,roger huerta,doug evans,23/06/2007,KO/TKO,2.0,3:30,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,4.0,6.07,-80.0,0.0,1.0,11.0,4.6,-3.08,20.0,10.51,-20.83,16.52,1.0,9.0,-12.0,7.0,-36.0,28.0,0.0,,1.85,1.0,-0.22,1.0,-1.06,-37.0,-17.0,-0.1,397,roger huerta,69,155.0,69,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,0,1,0,0,42.0,0
4764,joe lauzon,brandon melendez,23/06/2007,Submission,2.0,2:09,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,10.0,35.76,75.0,6.0,-1.0,193.0,6.19,50.0,0.0,-26.32,0.0,75.0,-8.0,9.0,0.0,-83.0,0.0,84.0,-2.54,,2.0,13.0,4.83,-9.0,2.39,45.0,29.0,2.0,482,joe lauzon,70,155.0,70,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,0,1,0,0,41.0,0
4765,cole miller,andy wang,23/06/2007,KO/TKO,1.0,1:10,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,1.0,4.82,0.0,0.0,0.0,15.0,0.43,-16.67,0.0,2.08,-35.0,66.67,16.0,-17.0,0.0,0.0,-67.0,66.0,17.78,,-0.43,-3.0,-6.41,-3.0,0.6,36.0,38.0,1.8,581,cole miller,73,145.0,73,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,0,1,0,0,41.0,0
4766,leonard garcia,allen berube,23/06/2007,Submission,1.0,4:22,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-14.0,-19.53,-100.0,0.0,2.0,-83.0,-20.0,0.0,100.0,100.0,0.0,-50.0,-25.0,0.0,25.0,50.0,0.0,-50.0,5.08,,1.85,-56.0,3.87,19.0,-6.57,-74.0,42.0,-2.9,294,leonard garcia,70,145.0,70,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,0,1,0,0,46.0,0
4767,matt wiman,brian geraghty,23/06/2007,KO/TKO,1.0,2:09,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,38.0,-2.43,50.0,0.0,0.0,104.0,27.96,100.0,100.0,20.0,-50.0,71.43,-10.0,4.0,4.0,4.0,-100.0,95.0,7.62,,2.7,25.0,-6.2,15.0,2.13,37.0,6.0,1.5,976,matt wiman,70,155.0,70,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5,0,1,0,0,42.0,0
4768,rich franklin,yushin okami,16/06/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC 72: Victory,"Belfast, Northern Ireland, United Kingdom",Southpaw,Southpaw,red,0.0,7.0,-5.41,-17.0,-3.0,0.0,61.0,-1.76,16.67,21.43,7.24,27.78,-25.0,-16.0,10.0,7.0,7.0,8.0,-15.0,-2.54,2.54,2.04,6.0,-0.18,2.0,-0.67,27.0,-21.0,0.2,285,rich franklin,73,185.0,73,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,0,0,1,0,51.0,0
4769,forrest griffin,hector ramirez,16/06/2007,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 72: Victory,"Belfast, Northern Ireland, United Kingdom",Orthodox,Orthodox,red,0.0,18.0,19.34,-66.0,0.0,0.0,-27.0,7.66,34.53,64.06,15.03,27.69,-33.33,-49.0,11.0,36.0,-17.0,21.0,-5.0,7.62,,2.11,-5.0,-1.79,5.0,-1.25,-7.0,-9.0,0.2,329,forrest griffin,75,205.0,75,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,0,1,0,0,47.0,0
4770,jason macdonald,rory singer,16/06/2007,KO/TKO,2.0,3:18,3 Rnd (5-5-5),Middleweight Bout,UFC 72: Victory,"Belfast, Northern Ireland, United Kingdom",Orthodox,Orthodox,red,0.0,-7.0,-0.62,-22.0,-1.0,1.0,331.0,-4.21,0.0,-11.11,40.0,8.57,8.82,5.0,-19.0,15.0,6.0,-62.0,55.0,2.54,7.62,-1.0,13.0,0.28,-17.0,1.04,-9.0,-29.0,1.2,518,jason macdonald,75,185.0,75,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0,0,1,0,0,50.0,0
4771,tyson griffin,clay guida,16/06/2007,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 72: Victory,"Belfast, Northern Ireland, United Kingdom",Orthodox,Orthodox,red,0.0,2.0,-2.33,72.0,0.0,0.0,-362.0,1.59,7.69,0.0,11.07,-40.0,20.5,1.0,-1.0,1.0,24.0,-1.0,-21.0,-2.54,-5.08,1.27,7.0,-0.27,2.0,-1.49,8.0,-9.0,0.2,325,tyson griffin,66,145.0,66,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,0,1,0,0,41.0,0
