,Unnamed: 0,fighter_name,Height,Weight,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Stance_Open Stance,Stance_Orthodox,Stance_Southpaw,Stance_Switch,Age,Female
384,384,Kurt Holobaugh,71,155.0,71,4.51,0.42,4.28,0.46,0.97,0.36,0.45,0.7,0,1,0,0,39.0,0
385,385,Paddy Holohan,70,125.0,70,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3,0,1,0,0,37.0,0
386,386,Scott Holtzman,69,155.0,69,4.44,0.49,3.47,0.54,2.16,0.58,0.66,0.2,0,1,0,0,42.0,0
387,387,Mark Hominick,68,145.0,68,4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9,0,1,0,0,43.0,0
388,388,Chase Hooper,73,145.0,73,4.43,0.45,3.95,0.38,0.32,0.07,0.66,2.2,0,0,1,0,26.0,0
389,389,Dan Hooker,72,155.0,72,4.95,0.48,4.92,0.51,0.72,0.34,0.79,0.3,0,0,0,1,36.0,0
390,390,Chris Horodecki,69,155.0,69,4.59,0.41,3.16,0.65,1.52,0.55,0.37,0.9,0,1,0,0,38.0,0
391,391,Jeremy Horn,73,185.0,73,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,0,1,0,0,50.0,0
392,392,Jeff Hougland,67,135.0,67,1.86,0.48,3.46,0.47,0.86,0.18,0.0,1.1,0,1,0,0,47.0,0
393,393,Darrell Horcher,70,155.0,70,2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7,0,0,1,0,38.0,0
394,394,John Howard,67,170.0,67,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,0,1,0,0,43.0,0
395,395,Collin Huckbody,75,185.0,75,2.05,0.6,2.73,0.42,10.23,1.0,0.0,20.4,0,1,0,0,31.0,0
396,396,Matt Hughes,69,170.0,69,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,0,0,0,1,52.0,0
397,397,Roger Huerta,69,155.0,69,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,0,1,0,0,42.0,0
398,398,Mark Hunt,70,265.0,70,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,0,1,0,0,52.0,0
399,399,Khadis Ibragimov,75,205.0,75,3.55,0.49,4.26,0.47,0.97,0.3,0.8,0.3,0,1,0,0,30.0,0
400,400,Al Iaquinta,70,155.0,70,4.06,0.4,4.44,0.61,0.64,0.18,0.74,0.2,0,1,0,0,38.0,0
401,401,Dan Ige,67,145.0,67,3.95,0.46,3.36,0.58,1.68,0.27,0.59,0.5,0,1,0,0,34.0,0
402,402,Nassourdine Imavov,75,185.0,75,4.17,0.61,2.03,0.59,0.5,0.12,0.6,2.0,0,1,0,0,31.0,0
403,403,Leandro Issa,67,135.0,67,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2,0,1,0,0,42.0,0
404,404,Blagoy Ivanov,71,250.0,71,3.32,0.4,4.15,0.54,1.06,0.54,0.75,0.2,0,0,1,0,39.0,0
405,405,Yves Jabouin,67,135.0,67,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,0,1,0,0,46.0,0
406,406,Quinton Jackson,73,205.0,73,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,0,1,0,0,47.0,0
407,407,Damon Jackson,71,145.0,71,2.46,0.35,3.63,0.45,1.14,0.2,0.35,2.7,0,0,0,1,37.0,0
408,408,Montel Jackson,70,135.0,70,3.77,0.55,1.5,0.56,4.15,0.77,0.66,0.2,0,0,1,0,33.0,0
409,409,Virna Jandiroba,63,115.0,63,2.39,0.46,3.08,0.54,3.16,0.53,0.73,2.0,0,1,0,0,37.0,1
410,410,Dave Jansen,69,155.0,69,2.94,0.33,3.67,0.58,2.79,0.28,0.38,0.9,0,1,0,0,46.0,0
411,411,Keith Jardine,74,185.0,74,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,0,1,0,0,50.0,0
412,412,Rony Jason,67,145.0,67,2.04,0.44,3.14,0.53,0.59,0.3,0.36,0.8,0,1,0,0,42.0,0
413,413,Joanna Jedrzejczyk,66,115.0,66,6.3,0.48,3.08,0.64,0.28,0.62,0.81,0.1,0,1,0,0,38.0,1
414,414,Ryan Jensen,73,185.0,73,2.84,0.39,2.99,0.59,1.55,0.5,0.31,1.9,0,1,0,0,48.0,0
415,415,Sung Bin Jo,72,145.0,72,1.4,0.33,2.67,0.51,1.0,0.33,0.83,1.0,0,1,0,0,33.0,0
416,416,Brett Johns,67,135.0,67,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1.0,0,1,0,0,34.0,0
417,417,DaMarques Johnson,73,170.0,73,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7,0,1,0,0,43.0,0
418,418,Lavar Johnson,76,240.0,76,5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,0,1,0,0,48.0,0
419,419,Kajan Johnson,71,155.0,71,2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2,0,1,0,0,41.0,0
420,420,Demetrious Johnson,63,125.0,63,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,0,1,0,0,39.0,0
421,421,Michael Johnson,70,155.0,70,4.21,0.38,3.82,0.58,0.49,0.45,0.77,0.1,0,0,1,0,39.0,0
422,422,Jordan Johnson,74,205.0,74,3.45,0.47,2.64,0.53,3.25,0.42,1.0,1.2,0,1,0,0,37.0,0
423,423,Anthony Johnson,74,205.0,74,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,0,1,0,0,42.0,0
424,424,Liana Jojua,64,125.0,64,2.53,0.39,4.86,0.48,1.49,0.66,0.5,2.2,0,1,0,0,31.0,1
425,425,Jon Jones,76,205.0,76,4.3,0.57,2.22,0.64,1.85,0.44,0.95,0.4,0,1,0,0,38.0,0
426,426,Shawn Jordan,72,260.0,72,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,0,0,1,0,41.0,0
427,427,Ivan Jorge,69,155.0,69,3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6,0,1,0,0,45.0,0
428,428,Scott Jorgensen,65,135.0,65,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,0,1,0,0,43.0,0
429,429,Krzysztof Jotko,73,185.0,73,2.98,0.45,1.9,0.58,1.27,0.35,0.87,0.1,0,0,1,0,36.0,0
430,430,Alan Jouban,72,170.0,72,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3,0,0,1,0,44.0,0
431,431,Chan Sung Jung,67,145.0,67,4.15,0.41,4.01,0.56,0.62,0.41,0.75,0.5,0,1,0,0,39.0,0
432,432,Myles Jury,70,145.0,70,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,0,1,0,0,37.0,0
433,433,Cristiane Justino,68,145.0,68,7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4,0,1,0,0,40.0,1
434,434,Kai Kamaka,67,145.0,67,6.58,0.6,6.74,0.49,3.68,0.75,0.37,0.6,0,1,0,0,31.0,0
435,435,Martin Kampmann,72,170.0,72,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,0,1,0,0,43.0,0
436,436,Masanori Kanehara,67,135.0,67,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,0,1,0,0,43.0,0
437,437,Kyung Ho Kang,69,135.0,69,2.52,0.44,2.43,0.58,2.53,0.59,0.71,1.1,0,1,0,0,38.0,0
438,438,Denis Kang,71,185.0,71,2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2,0,1,0,0,48.0,0
439,439,Alex Karalexis,68,155.0,68,2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9,0,1,0,0,48.0,0
440,440,Nadia Kassem,65,125.0,65,3.13,0.41,4.48,0.48,0.46,0.33,0.4,2.8,0,0,1,0,30.0,1
441,441,Tatsuya Kawajiri,67,145.0,67,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1,0,1,0,0,47.0,0
442,442,Brian Kelleher,66,145.0,66,3.92,0.39,5.47,0.53,1.0,0.25,0.59,0.7,0,0,0,1,39.0,0
443,443,Chris Kelades,67,125.0,67,2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,0,1,0,0,45.0,0
444,444,Daniel Kelly,72,185.0,72,3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3,0,0,1,0,48.0,0
445,445,Paul Kelly,69,155.0,69,3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5,0,1,0,0,41.0,0
446,446,Tim Kennedy,71,185.0,71,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,0,1,0,0,46.0,0
447,447,Casey Kenney,67,140.0,67,4.81,0.42,4.3,0.59,1.1,0.39,0.59,0.5,0,0,1,0,35.0,0
448,448,Rustam Khabilov,68,155.0,68,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1,0,1,0,0,39.0,0
449,449,Aliaskhab Khizriev,69,185.0,69,6.0,0.83,3.6,0.66,18.0,0.5,0.0,18.0,0,0,1,0,35.0,0
450,450,Katsunori Kikuno,68,145.0,68,2.64,0.4,2.47,0.61,1.88,0.75,0.76,0.8,0,1,0,0,44.0,0
451,451,Jacob Kilburn,69,145.0,69,2.56,0.33,6.78,0.35,0.51,0.05,0.2,0.5,0,1,0,0,30.0,0
452,452,Pannie Kianzad,67,135.0,67,5.14,0.49,3.62,0.57,0.22,0.14,0.83,0.2,0,1,0,0,34.0,1
453,453,Dong Hyun Kim,74,170.0,74,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,0,0,1,0,44.0,0
454,454,Dustin Kimura,67,135.0,67,1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2,0,1,0,0,36.0,0
455,455,Rob Kimmons,70,185.0,70,1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4,0,1,0,0,45.0,0
456,456,Justine Kish,65,125.0,65,4.65,0.48,4.62,0.59,1.01,0.35,0.55,0.2,0,1,0,0,37.0,1
457,457,William Knight,70,205.0,70,4.69,0.76,2.88,0.33,3.76,0.66,0.63,0.5,0,1,0,0,37.0,0
458,458,Jason Knight,70,145.0,70,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7,0,1,0,0,33.0,0
459,459,Erik Koch,70,170.0,70,2.33,0.42,2.82,0.47,1.02,0.42,0.81,1.0,0,0,1,0,37.0,0
460,460,Cheick Kongo,76,240.0,76,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,0,1,0,0,50.0,0
461,461,Naoyuki Kotani,68,155.0,68,1.02,0.31,2.89,0.5,0.83,0.16,0.46,0.8,0,0,1,0,44.0,0
462,462,Josh Koscheck,70,170.0,70,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,0,1,0,0,48.0,0
463,463,Karolina Kowalkiewicz,63,115.0,63,5.27,0.39,5.65,0.56,0.1,0.12,0.75,0.1,0,1,0,0,40.0,1
464,464,Derrick Krantz,70,170.0,70,2.07,0.37,4.03,0.5,3.18,0.5,0.0,0.8,0,1,0,0,38.0,0
465,465,James Krause,74,170.0,74,4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9,0,1,0,0,39.0,0
466,466,Nikita Krylov,75,205.0,75,4.33,0.56,2.52,0.43,1.34,0.33,0.55,1.3,0,1,0,0,34.0,0
467,467,Mariusz Ksiazkiewicz,75,185.0,75,0.93,0.45,3.4,0.39,4.0,1.0,0.0,2.0,0,0,1,0,36.0,0
468,468,Anton Kuivanen,68,155.0,68,2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4,0,1,0,0,41.0,0
469,469,Kiichi Kunimoto,70,170.0,70,1.87,0.44,3.92,0.41,1.59,0.2,0.28,0.3,0,1,0,0,44.0,0
470,470,Yana Kunitskaya,66,135.0,66,4.22,0.57,2.62,0.51,1.62,0.53,0.5,0.2,0,1,0,0,36.0,0
471,471,Mike Kyle,76,205.0,76,3.93,0.51,3.35,0.49,1.33,0.62,0.5,0.8,0,1,0,0,46.0,0
472,472,Ryan LaFlare,73,170.0,73,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2,0,0,1,0,42.0,0
473,473,Aspen Ladd,66,135.0,66,5.22,0.55,4.84,0.46,2.45,0.75,0.66,1.2,0,1,0,0,31.0,1
474,474,Noad Lahat,69,145.0,69,2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4,0,1,0,0,41.0,0
475,475,Jason Lambert,75,185.0,75,3.21,0.58,1.84,0.5,1.35,0.36,0.28,2.4,0,1,0,0,50.0,0
476,476,Ricardo Lamas,68,145.0,68,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,0,1,0,0,43.0,0
477,477,Taylor Lapilus,66,135.0,66,3.77,0.45,2.0,0.61,0.58,0.4,0.81,0.6,0,0,1,0,33.0,0
478,478,Lina Lansberg,67,135.0,67,2.76,0.57,3.7,0.44,0.71,0.33,0.5,0.1,0,1,0,0,44.0,1
479,479,Brock Larson,71,170.0,71,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0,0,0,1,0,48.0,0
480,480,Ilir Latifi,70,205.0,70,2.01,0.4,2.84,0.56,2.02,0.32,1.0,0.4,0,1,0,0,42.0,0
481,481,Jenel Lausa,65,125.0,65,1.44,0.42,3.53,0.53,0.55,0.66,0.51,0.8,0,1,0,0,37.0,0
482,482,Joe Lauzon,70,155.0,70,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,0,1,0,0,41.0,0
483,483,Tom Lawlor,72,205.0,72,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,0,0,1,0,42.0,0
484,484,Lorenz Larkin,71,170.0,71,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,0,1,0,0,39.0,0
485,485,Ronnie Lawrence,68,135.0,68,3.8,0.58,1.09,0.61,10.86,0.76,1.0,0.5,0,0,0,1,33.0,0
486,486,Cung Le,69,185.0,69,4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3,0,0,1,0,53.0,0
487,487,Jordan Leavitt,69,155.0,69,1.08,0.55,0.43,0.75,6.5,0.66,0.0,3.2,0,0,1,0,30.0,0
488,488,Chris Leben,71,185.0,71,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,0,0,1,0,45.0,0
489,489,Justin Ledet,76,205.0,76,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2,0,1,0,0,37.0,0
490,490,Vaughan Lee,66,125.0,66,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0,0,1,0,0,43.0,0
491,491,Andrea Lee,66,125.0,66,5.58,0.49,3.83,0.65,1.67,0.45,0.57,0.5,0,1,0,0,37.0,1
492,492,Kevin Lee,69,170.0,69,3.9,0.42,3.23,0.51,3.21,0.43,0.75,0.8,0,1,0,0,33.0,0
493,493,Thales Leites,73,185.0,73,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,0,1,0,0,44.0,0
494,494,Amanda Lemos,64,115.0,64,6.21,0.64,5.39,0.45,1.98,1.0,1.0,0.5,0,0,1,0,38.0,1
495,495,Jesse Lennox,69,170.0,69,2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3,0,1,0,0,44.0,0
496,496,Nik Lentz,68,145.0,68,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,0,1,0,0,41.0,0
497,497,Brock Lesnar,75,265.0,75,3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5,0,1,0,0,48.0,0
498,498,Valerie Letourneau,67,115.0,67,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3,0,1,0,0,42.0,1
499,499,Marcus LeVesseur,69,155.0,69,2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6,0,0,1,0,43.0,0
500,500,Natan Levy,69,155.0,69,1.65,0.6,0.82,0.57,2.75,1.0,1.0,2.8,0,0,1,0,34.0,0
501,501,Hyun Gyu Lim,75,170.0,75,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2,0,1,0,0,41.0,0
502,502,Dhiego Lima,74,170.0,74,3.14,0.38,3.93,0.59,1.38,0.42,0.73,0.7,0,1,0,0,37.0,0
503,503,Jess Liaudin,69,170.0,69,2.46,0.51,2.76,0.41,3.28,0.53,0.3,1.6,0,1,0,0,,0
504,504,Matt Lindland,72,185.0,72,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,0,0,1,0,55.0,0
505,505,John Lineker,63,135.0,63,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,0,1,0,0,35.0,0
506,506,Ariane Lipski,66,125.0,66,3.03,0.32,4.45,0.48,0.27,0.25,0.45,0.5,0,1,0,0,32.0,0
507,507,Dean Lister,73,185.0,73,1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1,0,1,0,0,50.0,0
508,508,Dylan Lockard,69,145.0,69,1.31,0.53,3.31,0.52,2.31,0.4,0.28,1.2,0,1,0,0,33.0,0
509,509,David Loiseau,72,185.0,72,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,0,1,0,0,46.0,0
510,510,Hector Lombard,69,185.0,69,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5,0,0,1,0,48.0,0
511,511,Gustavo Lopez,65,135.0,65,2.24,0.41,4.65,0.51,1.07,0.5,0.27,0.5,0,1,0,0,36.0,0
512,512,Matthew Lopez,67,135.0,67,3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3,0,0,1,0,39.0,0
513,513,Duane Ludwig,70,170.0,70,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1,0,1,0,0,47.0,0
514,514,Travis Lutter,71,185.0,71,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7,0,1,0,0,52.0,0
515,515,Tucker Lutz,68,155.0,68,4.33,0.49,2.8,0.47,2.0,0.57,0.81,0.5,0,1,0,0,31.0,0
516,516,Vicente Luque,71,170.0,71,5.72,0.53,5.82,0.52,0.68,0.5,0.64,0.8,0,1,0,0,34.0,0
517,517,Chris Lytle,71,170.0,71,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,0,1,0,0,51.0,0
518,518,Jason MacDonald,75,185.0,75,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0,0,1,0,0,50.0,0
519,519,Rob MacDonald,75,205.0,75,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4,0,1,0,0,47.0,0
520,520,Rory MacDonald,72,170.0,72,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,0,1,0,0,36.0,0
521,521,Veronica Macedo,64,125.0,64,3.13,0.39,5.06,0.43,0.57,0.18,0.46,0.6,0,0,1,0,30.0,0
522,522,Lyoto Machida,73,185.0,73,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,0,0,1,0,47.0,0
523,523,Don Madge,72,155.0,72,2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7,0,0,1,0,35.0,0
524,524,Yoshiro Maeda,67,139.0,67,2.36,0.33,2.55,0.63,2.93,0.51,0.5,0.7,0,0,1,0,44.0,0
525,525,Vinny Magalhaes,75,205.0,75,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,0,1,0,0,41.0,0
526,526,Caio Magalhaes,73,185.0,73,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,0,1,0,0,38.0,0
527,527,Reza Madadi,71,155.0,71,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,0,1,0,0,47.0,0
528,528,Angela Magana,61,115.0,61,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4,0,1,0,0,42.0,1
529,529,Neil Magny,75,170.0,75,3.67,0.47,2.05,0.56,2.46,0.45,0.57,0.3,0,1,0,0,38.0,0
530,530,Rashid Magomedov,69,155.0,69,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2,0,1,0,0,41.0,0
531,531,John Maguire,69,155.0,69,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,0,0,1,0,42.0,0
532,532,Zabit Magomedsharipov,73,145.0,73,4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8,0,1,0,0,35.0,0
533,533,Leonardo Mafra,70,155.0,70,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4,0,1,0,0,36.0,0
534,534,Jennifer Maia,64,125.0,64,3.34,0.39,3.52,0.52,0.34,0.5,0.56,0.2,0,1,0,0,37.0,1
535,535,Demian Maia,73,170.0,73,1.82,0.43,2.03,0.63,2.55,0.26,0.61,1.0,0,0,1,0,48.0,0
536,536,Islam Makhachev,70,155.0,70,2.0,0.56,0.77,0.7,3.46,0.68,0.93,1.0,0,0,1,0,34.0,0
537,537,Zach Makovsky,64,125.0,64,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3,0,0,1,0,42.0,0
538,538,Fabio Maldonado,73,205.0,73,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,0,1,0,0,46.0,0
539,539,Nate Maness,70,135.0,70,2.4,0.45,4.63,0.45,1.33,0.66,0.88,0.7,0,1,0,0,34.0,0
540,540,Cristiano Marcello,69,155.0,69,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9,0,1,0,0,48.0,0
541,541,Jimi Manuwa,73,205.0,73,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,0,1,0,0,46.0,0
542,542,Ronny Markes,73,185.0,73,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5,0,1,0,0,37.0,0
543,543,Randa Markos,64,115.0,64,2.85,0.41,3.2,0.59,1.23,0.28,0.57,0.2,0,1,0,0,40.0,1
544,544,Nate Marquardt,72,185.0,72,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,0,1,0,0,46.0,0
545,545,Danilo Marques,78,205.0,78,1.81,0.88,1.41,0.5,4.83,0.34,0.0,1.2,0,1,0,0,40.0,0
546,546,Carmelo Marrero,72,205.0,72,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9,0,1,0,0,45.0,0
547,547,Eliot Marshall,74,205.0,74,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,0,1,0,0,45.0,0
548,548,Mallory Martin,64,115.0,64,3.99,0.59,5.53,0.58,3.37,0.63,0.25,0.5,0,1,0,0,32.0,1
549,549,Anthony Rocco Martin,72,170.0,72,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0,0,1,0,0,36.0,0
550,550,Adriano Martins,70,155.0,70,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,0,0,1,0,43.0,0
551,551,Jameel Massouh,70,145.0,70,1.91,0.54,2.62,0.55,0.67,0.15,0.5,0.7,0,1,0,0,41.0,0
552,552,Mike Massenzio,74,185.0,74,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4,0,0,1,0,43.0,0
553,553,Jorge Masvidal,71,170.0,71,4.2,0.47,3.0,0.65,1.57,0.59,0.77,0.4,0,1,0,0,41.0,0
554,554,Jake Matthews,71,170.0,71,3.03,0.44,2.16,0.61,1.93,0.41,0.66,0.6,0,1,0,0,31.0,0
555,555,Vladimir Matyushenko,72,205.0,72,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,0,1,0,0,55.0,0
556,556,Gina Mazany,66,125.0,66,3.45,0.47,3.07,0.51,4.41,0.63,0.33,0.3,0,0,1,0,37.0,1
557,557,Gray Maynard,69,155.0,69,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,0,1,0,0,46.0,0
558,558,Sabina Mazo,67,135.0,67,6.56,0.44,3.91,0.6,0.81,0.8,0.66,0.2,0,1,0,0,29.0,1
559,559,Molly McCann,64,125.0,64,5.15,0.5,4.28,0.65,1.64,0.29,0.28,0.7,0,1,0,0,35.0,1
560,560,Charles McCarthy,70,185.0,70,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7,0,1,0,0,45.0,0
561,561,Sean McCorkle,79,265.0,79,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2,0,1,0,0,49.0,0
562,562,Tamdan McCrory,76,185.0,76,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,0,0,0,1,39.0,0
563,563,Michael McDonald,69,135.0,69,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,0,1,0,0,35.0,0
564,564,Robert McDaniel,75,185.0,75,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4,0,0,1,0,42.0,0
565,565,Drew McFedries,72,185.0,72,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,0,0,1,0,47.0,0
566,566,Court McGee,71,170.0,71,4.9,0.36,3.94,0.61,1.6,0.21,0.63,0.4,0,1,0,0,41.0,0
567,567,Cody McKenzie,72,155.0,72,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,0,0,0,1,38.0,0
568,568,Garreth McLellan,73,185.0,73,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,0,0,1,0,43.0,0
569,569,Sara McMann,66,135.0,66,2.32,0.45,1.94,0.48,4.41,0.65,0.5,0.5,0,1,0,0,45.0,1
570,570,James McSweeney,76,230.0,76,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1,0,0,0,1,45.0,0
571,571,Tim Means,74,170.0,74,5.16,0.48,3.58,0.61,0.92,0.41,0.64,0.2,0,1,0,0,42.0,0
572,572,Yancy Medeiros,70,155.0,70,4.05,0.35,5.38,0.46,0.12,0.25,0.76,0.5,0,1,0,0,38.0,0
573,573,Emil Meek,71,170.0,71,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0,0,0,0,1,37.0,0
574,574,Gerald Meerschaert,73,185.0,73,3.3,0.42,3.61,0.51,2.33,0.43,0.46,1.7,0,0,1,0,38.0,0
575,575,Jordan Mein,72,170.0,72,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,0,1,0,0,36.0,0
576,576,Gilbert Melendez,69,145.0,69,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2,0,1,0,0,43.0,0
577,577,Chad Mendes,66,145.0,66,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3,0,1,0,0,40.0,0
578,578,Ivan Menjivar,66,145.0,66,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0,0,1,0,0,43.0,0
579,579,Yaotzin Meza,69,145.0,69,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,0,1,0,0,45.0,0
580,580,Dan Miller,73,185.0,73,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,0,1,0,0,44.0,0
581,581,Cole Miller,73,145.0,73,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,0,1,0,0,41.0,0
582,582,Jim Miller,68,155.0,68,2.73,0.4,2.99,0.59,1.69,0.43,0.46,1.9,0,0,1,0,42.0,0
583,583,Darrick Minner,67,145.0,67,3.24,0.7,1.4,0.43,3.0,0.62,0.6,3.6,0,1,0,0,35.0,0
584,584,Frank Mir,75,264.0,75,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,0,0,1,0,46.0,0
585,585,Vitor Miranda,73,185.0,73,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2,0,1,0,0,47.0,0
586,586,David Mitchell,72,170.0,72,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,0,1,0,0,46.0,0
587,587,Bryce Mitchell,70,145.0,70,2.29,0.61,1.46,0.6,3.26,0.46,0.33,2.3,0,0,1,0,31.0,0
588,588,Hiromitsu Miura,69,170.0,69,2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6,0,1,0,0,44.0,0
589,589,Takeya Mizugaki,67,135.0,67,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,0,1,0,0,42.0,0
590,590,Bobby Moffett,70,145.0,70,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4,0,1,0,0,35.0,0
