,Unnamed: 0,fighter_name,Height,Weight,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Stance_Open Stance,Stance_Orthodox,Stance_Southpaw,Stance_Switch,Age,Female
591,591,Roxanne Modafferi,67,125.0,67,3.13,0.3,5.03,0.53,1.42,0.23,0.3,0.1,0,1,0,0,43.0,1
592,592,Thiago Moises,69,155.0,69,2.85,0.37,3.88,0.6,1.06,0.33,0.63,1.2,0,1,0,0,31.0,0
593,593,Renato Moicano,71,155.0,71,5.4,0.46,3.74,0.65,1.28,0.53,0.78,0.6,0,1,0,0,36.0,0
594,594,Jeff Monson,69,247.0,69,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,0,1,0,0,55.0,0
595,595,Darrell Montague,66,125.0,66,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4,0,0,1,0,38.0,0
596,596,Nicco Montano,65,135.0,65,5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4,0,0,1,0,37.0,1
597,597,Sergio Moraes,72,170.0,72,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4,0,1,0,0,43.0,0
598,598,Marlon Moraes,66,135.0,66,3.38,0.39,4.11,0.56,1.0,0.41,0.66,0.4,0,1,0,0,37.0,0
599,599,John Moraga,66,125.0,66,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,0,1,0,0,42.0,0
600,600,Joseph Morales,66,125.0,66,1.58,0.37,1.72,0.6,0.53,0.5,0.23,2.6,0,0,0,1,31.0,0
601,601,Albert Morales,69,135.0,69,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,0,1,0,0,34.0,0
602,602,Christian Morecraft,78,260.0,78,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,0,1,0,0,39.0,0
603,603,Sarah Moras,67,135.0,67,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,0,1,0,0,37.0,1
604,604,Vinicius Moreira,76,205.0,76,3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3,0,1,0,0,37.0,0
605,605,Brandon Moreno,67,125.0,67,3.41,0.38,3.41,0.59,2.01,0.45,0.67,0.6,0,1,0,0,32.0,0
606,606,Dan Moret,72,155.0,72,2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4,0,0,1,0,39.0,0
607,607,Alex Morono,71,170.0,71,4.96,0.42,3.69,0.56,0.44,0.28,0.47,0.4,0,1,0,0,35.0,0
608,608,Maryna Moroz,67,125.0,67,4.09,0.31,4.15,0.53,0.56,0.18,0.47,0.4,0,1,0,0,34.0,1
609,609,Gegard Mousasi,74,185.0,74,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,0,1,0,0,40.0,0
610,610,Su Mudaerji,68,125.0,68,4.49,0.51,2.19,0.68,0.4,1.0,0.77,0.8,0,0,1,0,30.0,0
611,611,Belal Muhammad,71,170.0,71,4.75,0.43,4.02,0.6,1.97,0.28,0.85,0.2,0,1,0,0,37.0,0
612,612,Jamie Mullarkey,72,155.0,72,1.87,0.33,4.6,0.42,4.0,0.3,0.66,0.5,0,1,0,0,31.0,0
613,613,Pedro Munhoz,66,135.0,66,5.6,0.43,5.87,0.58,0.68,0.21,0.8,0.8,0,1,0,0,39.0,0
614,614,Andre Muniz,73,185.0,73,2.21,0.58,1.8,0.45,2.61,0.35,0.37,2.2,0,0,1,0,36.0,0
615,615,Mark Munoz,72,185.0,72,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,0,1,0,0,48.0,0
616,616,Johnny Munoz,69,145.0,69,3.27,0.62,1.4,0.58,2.0,0.12,0.0,1.0,0,1,0,0,33.0,0
617,617,Makhmud Muradov,74,185.0,74,5.32,0.42,2.92,0.64,0.36,0.16,1.0,0.4,0,1,0,0,36.0,0
618,618,Kanako Murata,61,115.0,61,1.93,0.67,1.93,0.52,4.0,0.44,0.0,2.0,0,1,0,0,32.0,1
619,619,Lauren Murphy,65,125.0,65,3.8,0.38,3.82,0.63,1.18,0.37,0.7,0.1,0,1,0,0,42.0,1
620,620,Lerone Murphy,69,145.0,69,2.86,0.42,2.07,0.63,0.87,0.33,0.41,0.9,0,1,0,0,34.0,0
621,621,Nicholas Musoke,72,170.0,72,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2,0,1,0,0,39.0,0
622,622,Magomed Mustafaev,68,155.0,68,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,0,1,0,0,37.0,0
623,623,Keita Nakamura,71,170.0,71,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,0,0,1,0,41.0,0
624,624,Kazuhiro Nakamura,71,205.0,71,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6,0,1,0,0,46.0,0
625,625,Rose Namajunas,65,115.0,65,4.13,0.4,3.98,0.6,1.91,0.53,0.5,0.8,0,1,0,0,33.0,1
626,626,Bobby Nash,72,170.0,72,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6,0,1,0,0,36.0,0
627,627,Rodrigo Nascimento,74,246.0,74,4.23,0.55,4.32,0.42,2.7,1.0,1.0,2.7,0,1,0,0,33.0,0
628,628,Rafael Natal,72,185.0,72,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,0,1,0,0,43.0,0
629,629,Ismail Naurdiev,70,170.0,70,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2,0,1,0,0,29.0,0
630,630,Geoff Neal,71,170.0,71,4.94,0.49,4.93,0.61,0.5,0.5,0.92,0.2,0,0,1,0,35.0,0
631,631,Josh Neer,71,170.0,71,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,0,1,0,0,43.0,0
632,632,Shane Nelson,69,155.0,69,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6,0,0,1,0,41.0,0
633,633,Kyle Nelson,71,155.0,71,3.63,0.41,6.82,0.47,0.96,0.12,0.6,1.9,0,0,0,1,34.0,0
634,634,Gunnar Nelson,71,170.0,71,1.71,0.57,3.33,0.49,1.72,0.55,0.66,0.9,0,0,0,1,37.0,0
635,635,Roy Nelson,72,263.0,72,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,0,1,0,0,49.0,0
636,636,Antonio Braga Neto,75,185.0,75,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,0,1,0,0,38.0,0
637,637,Ben Nguyen,65,125.0,65,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0,0,0,0,1,37.0,0
638,638,Matheus Nicolau,66,125.0,66,3.79,0.52,2.83,0.67,1.93,0.44,1.0,1.4,0,1,0,0,33.0,0
639,639,Tom Niinimaki,69,145.0,69,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,0,1,0,0,43.0,0
640,640,Ramsey Nijem,71,155.0,71,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,0,1,0,0,38.0,0
641,641,Guangyou Ning,64,145.0,64,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,0,0,1,0,44.0,0
642,642,Anthony Njokuani,73,155.0,73,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,0,1,0,0,46.0,0
643,643,Antonio Rodrigo Nogueira,75,240.0,75,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,0,1,0,0,49.0,0
644,644,Rogerio Nogueira,74,205.0,74,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,0,0,1,0,49.0,0
645,645,Kyle Noke,73,170.0,73,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,0,0,1,0,46.0,0
646,646,Sage Northcutt,72,170.0,72,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,0,1,0,0,30.0,0
647,647,Amanda Nunes,68,145.0,68,4.5,0.51,2.45,0.57,2.5,0.53,0.84,0.9,0,1,0,0,37.0,1
648,648,Phillipe Nover,69,145.0,69,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,0,1,0,0,42.0,0
649,649,Diego Nunes,66,145.0,66,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,0,1,0,0,43.0,0
650,650,Khabib Nurmagomedov,70,155.0,70,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,0,1,0,0,37.0,0
651,651,Jake O'Brien,75,205.0,75,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,0,1,0,0,41.0,0
652,652,Sean O'Malley,71,135.0,71,6.35,0.57,3.76,0.64,1.05,0.5,0.61,1.1,0,0,0,1,31.0,0
653,653,Casey O'Neill,66,125.0,66,5.64,0.72,1.84,0.42,6.91,0.66,0.0,1.7,0,0,0,0,28.0,1
654,654,Brendan O'Reilly,67,170.0,67,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,0,1,0,0,38.0,0
655,655,Yushin Okami,74,170.0,74,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,0,0,1,0,44.0,0
656,656,Aleksei Oleinik,74,240.0,74,3.47,0.5,3.85,0.44,2.38,0.46,0.33,2.4,0,1,0,0,48.0,0
657,657,Rafaello Oliveira,68,155.0,68,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,0,1,0,0,44.0,0
658,658,Charles Oliveira,70,155.0,70,3.22,0.52,2.94,0.54,2.64,0.44,0.57,2.8,0,1,0,0,36.0,0
659,659,Alex Oliveira,71,170.0,71,2.87,0.5,2.18,0.48,2.41,0.37,0.63,0.6,0,1,0,0,38.0,0
660,660,Cameron Olson,73,205.0,73,3.13,0.47,2.2,0.57,3.0,0.42,1.0,1.0,0,1,0,0,36.0,0
661,661,Daniel Omielanczuk,72,247.0,72,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,0,0,1,0,43.0,0
662,662,Michihiro Omigawa,66,145.0,66,2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5,0,1,0,0,50.0,0
663,663,Brian Ortega,68,145.0,68,4.29,0.38,6.28,0.52,0.8,0.21,0.56,1.1,0,0,0,1,35.0,0
664,664,Tito Ortiz,75,205.0,75,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,0,1,0,0,51.0,0
665,665,Ode Osbourne,67,145.0,67,4.3,0.54,3.04,0.42,1.9,1.0,0.66,1.9,0,0,1,0,34.0,0
666,666,Kenji Osawa,67,135.0,67,2.34,0.35,2.14,0.63,0.91,0.58,0.68,0.7,0,1,0,0,49.0,0
667,667,Nick Osipczak,74,170.0,74,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0,0,1,0,0,41.0,0
668,668,Dustin Ortiz,65,125.0,65,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,0,1,0,0,37.0,0
669,669,Rachael Ostovich,63,125.0,63,2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8,0,1,0,0,35.0,1
670,670,Zak Ottow,71,170.0,71,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4,0,1,0,0,39.0,0
671,671,Sidney Outlaw,68,170.0,68,0.13,0.33,0.8,0.71,3.0,0.75,0.0,3.0,0,1,0,0,33.0,0
672,672,Alistair Overeem,76,265.0,76,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,0,1,0,0,45.0,0
673,673,Nick Pace,67,135.0,67,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5,0,1,0,0,38.0,0
674,674,Teemu Packalen,73,155.0,73,2.57,0.54,3.91,0.47,2.31,0.25,1.0,1.5,0,1,0,0,38.0,0
675,675,Damacio Page,66,135.0,66,2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9,0,1,0,0,43.0,0
676,676,Dustin Pague,69,135.0,69,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,0,1,0,0,38.0,0
677,677,Raulian Paiva,68,125.0,68,4.46,0.43,4.89,0.51,0.26,0.2,0.8,0.3,0,1,0,0,30.0,0
678,678,Fredson Paixao,66,145.0,66,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2,0,1,0,0,46.0,0
679,679,Bart Palaszewski,69,145.0,69,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,0,1,0,0,42.0,0
680,680,Rousimar Palhares,68,170.0,68,1.75,0.51,2.04,0.59,3.93,0.45,0.0,4.1,0,1,0,0,46.0,0
681,681,Alexandre Pantoja,65,125.0,65,4.3,0.47,3.39,0.53,0.94,0.35,0.68,0.9,0,1,0,0,35.0,0
682,682,Karo Parisyan,70,170.0,70,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,0,1,0,0,43.0,0
683,683,Claude Patrick,71,170.0,71,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,0,1,0,0,45.0,0
684,684,Alan Patrick,71,155.0,71,1.79,0.4,2.64,0.43,3.48,0.38,0.5,0.3,0,0,1,0,42.0,0
685,685,Jonathan Pearce,72,145.0,72,8.8,0.55,6.65,0.46,5.91,0.6,0.75,0.7,0,0,0,1,33.0,0
686,686,Tyson Pedro,75,205.0,75,2.7,0.62,2.55,0.48,0.74,0.25,0.52,1.5,0,1,0,0,34.0,0
687,687,Julianna Pena,66,135.0,66,2.8,0.47,1.7,0.53,2.49,0.53,0.23,0.8,0,1,0,0,36.0,1
688,688,Kurt Pellegrino,68,155.0,68,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8,0,1,0,0,46.0,0
689,689,Luis Pena,75,155.0,75,3.26,0.47,2.74,0.5,1.37,0.33,0.45,1.4,0,0,1,0,32.0,0
690,690,Cathal Pendred,73,170.0,73,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,0,1,0,0,38.0,0
691,691,BJ Penn,69,155.0,69,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,0,1,0,0,47.0,0
692,692,Jessica Penne,65,115.0,65,2.46,0.33,4.73,0.48,1.58,0.25,0.2,0.6,0,1,0,0,43.0,1
693,693,Raquel Pennington,67,135.0,67,3.62,0.48,3.2,0.63,1.12,0.28,0.65,0.7,0,1,0,0,37.0,1
694,694,Godofredo Pepey,67,145.0,67,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,0,1,0,0,38.0,0
695,695,Michel Pereira,73,170.0,73,3.74,0.54,2.84,0.58,1.76,0.7,1.0,0.5,0,1,0,0,32.0,0
696,696,Viviane Pereira,61,115.0,61,2.7,0.3,4.48,0.58,0.25,1.0,0.28,0.2,0,1,0,0,32.0,1
697,697,Erik Perez,68,135.0,68,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2,0,1,0,0,36.0,0
698,698,Frankie Perez,71,155.0,71,1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3,0,1,0,0,36.0,0
699,699,Alejandro Perez,66,145.0,66,3.52,0.35,2.94,0.64,0.52,0.2,0.73,0.1,0,1,0,0,36.0,0
700,700,Markus Perez,73,185.0,73,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,0,1,0,0,37.0,0
701,701,Alex Perez,66,125.0,66,4.62,0.47,3.08,0.61,2.92,0.45,0.87,1.3,0,1,0,0,34.0,0
702,702,Anthony Perosh,75,205.0,75,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,0,1,0,0,53.0,0
703,703,Mike Perry,70,170.0,70,4.35,0.47,4.82,0.54,0.69,0.38,0.77,0.2,0,1,0,0,34.0,0
704,704,Steven Peterson,70,145.0,70,4.65,0.35,5.89,0.56,2.02,0.28,0.75,0.4,0,1,0,0,35.0,0
705,705,Seth Petruzelli,72,205.0,72,2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3,0,1,0,0,46.0,0
706,706,Anthony Pettis,70,155.0,70,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,0,1,0,0,39.0,0
707,707,Sergio Pettis,66,125.0,66,3.88,0.37,2.91,0.65,0.85,0.4,0.67,0.4,0,1,0,0,32.0,0
708,708,Nam Phan,66,135.0,66,4.52,0.37,6.55,0.59,0.18,0.18,0.6,0.2,0,1,0,0,43.0,0
709,709,Constantinos Philippou,71,185.0,71,2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3,0,1,0,0,46.0,0
710,710,Elizabeth Phillips,66,135.0,66,2.6,0.33,3.07,0.58,0.75,0.25,0.53,0.2,0,1,0,0,39.0,1
711,711,Kyler Phillips,68,135.0,68,5.32,0.46,3.04,0.61,2.88,0.63,0.71,0.4,0,1,0,0,30.0,0
712,712,Vinc Pichel,70,155.0,70,3.2,0.46,2.28,0.56,3.83,0.6,0.2,0.3,0,1,0,0,43.0,0
713,713,Jamie Pickett,74,185.0,74,2.84,0.55,4.84,0.46,1.48,0.4,0.37,0.4,0,1,0,0,37.0,0
714,714,Oskar Piechota,72,185.0,72,3.3,0.52,3.93,0.51,0.61,0.4,0.38,1.5,0,0,1,0,36.0,0
715,715,Mike Pierce,68,170.0,68,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,0,1,0,0,45.0,0
716,716,Brad Pickett,66,135.0,66,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,0,1,0,0,47.0,0
717,717,Sean Pierson,72,170.0,72,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,0,0,1,0,50.0,0
718,718,Domingo Pilarte,72,135.0,72,2.04,0.5,3.69,0.42,2.0,0.42,0.75,1.3,0,0,1,0,36.0,0
719,719,Daniel Pineda,67,145.0,67,3.41,0.49,2.72,0.44,1.55,0.29,0.44,1.8,0,1,0,0,40.0,0
720,720,Pingyuan Liu,66,135.0,66,2.36,0.33,2.99,0.54,0.25,0.2,0.56,1.0,0,1,0,0,33.0,0
721,721,Maki Pitolo,70,185.0,70,4.2,0.44,3.71,0.56,2.42,0.52,0.55,0.5,0,1,0,0,35.0,0
722,722,Igor Pokrajac,72,205.0,72,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,0,1,0,0,47.0,0
723,723,Dustin Poirier,69,155.0,69,5.59,0.5,4.17,0.54,1.47,0.36,0.61,1.3,0,0,1,0,37.0,0
724,724,Parker Porter,72,265.0,72,7.69,0.49,7.36,0.52,1.65,0.6,0.0,1.1,0,1,0,0,40.0,0
725,725,Ruan Potts,74,247.0,74,0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3,0,1,0,0,48.0,0
726,726,Trevor Prangley,73,185.0,73,2.59,0.6,2.02,0.48,3.38,0.55,0.74,1.0,0,1,0,0,53.0,0
727,727,Carlo Prater,71,155.0,71,2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7,0,0,0,1,44.0,0
728,728,Michel Prazeres,66,170.0,66,2.44,0.47,2.49,0.58,4.11,0.36,0.5,0.6,0,1,0,0,44.0,0
729,729,Niko Price,72,170.0,72,5.33,0.41,5.83,0.49,0.89,0.22,0.72,0.9,0,1,0,0,36.0,0
730,730,Lara Procopio,64,125.0,64,6.7,0.57,6.93,0.47,3.5,0.5,0.0,0.5,0,1,0,0,30.0,1
731,731,Cole Province,69,145.0,69,1.47,0.44,2.72,0.43,2.4,0.5,0.83,1.0,0,1,0,0,45.0,0
732,732,Lucie Pudilova,68,125.0,68,4.15,0.36,4.09,0.52,0.16,0.12,0.61,0.6,0,1,0,0,31.0,1
733,733,Claudio Puelles,71,155.0,71,1.95,0.44,3.73,0.5,3.06,0.36,0.0,1.3,0,0,1,0,29.0,0
734,734,Jens Pulver,67,145.0,67,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,0,0,1,0,51.0,0
735,735,Mike Pyle,72,170.0,72,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,0,1,0,0,50.0,0
736,736,Billy Quarantillo,70,145.0,70,7.03,0.64,4.37,0.42,1.28,0.31,0.57,1.8,0,1,0,0,37.0,0
737,737,Jose Quinonez,68,135.0,68,3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6,0,0,1,0,35.0,0
738,738,Aleksandar Rakic,76,205.0,76,4.23,0.52,2.23,0.52,0.75,0.25,0.9,0.2,0,1,0,0,34.0,0
739,739,Davi Ramos,66,155.0,66,2.64,0.37,3.44,0.56,1.95,0.4,0.83,0.6,0,1,0,0,39.0,0
740,740,Ricardo Ramos,69,145.0,69,3.0,0.39,3.28,0.58,1.99,0.56,0.71,0.7,0,1,0,0,30.0,0
741,741,Bec Rawlings,66,125.0,66,4.48,0.42,5.66,0.57,0.71,0.4,0.68,0.4,0,1,0,0,37.0,1
742,742,Stevie Ray,70,155.0,70,3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6,0,0,1,0,36.0,0
743,743,Rafael Rebello,65,135.0,65,2.19,0.32,3.29,0.58,2.82,0.33,0.75,0.5,0,1,0,0,45.0,0
744,744,Goran Reljic,75,205.0,75,1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1,0,0,1,0,42.0,0
745,745,Wilson Reis,64,125.0,64,1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6,0,0,1,0,41.0,0
746,746,Chance Rencountre,74,170.0,74,1.1,0.2,3.62,0.49,1.35,0.26,0.16,0.3,0,0,1,0,39.0,0
747,747,Marion Reneau,66,135.0,66,3.29,0.41,3.37,0.61,0.66,0.63,0.5,0.8,0,1,0,0,48.0,1
748,748,Dominick Reyes,76,205.0,76,4.53,0.48,3.16,0.49,0.2,0.16,0.82,0.2,0,0,1,0,36.0,0
749,749,Mike Rhodes,73,170.0,73,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5,0,1,0,0,36.0,0
750,750,Amanda Ribas,63,125.0,63,4.25,0.44,1.78,0.71,2.31,0.58,0.85,1.6,0,1,0,0,32.0,1
751,751,Matthew Riddle,73,170.0,73,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,0,0,1,0,40.0,0
752,752,Joe Riggs,72,185.0,72,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,0,0,1,0,43.0,0
753,753,Aaron Riley,68,155.0,68,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,0,0,1,0,45.0,0
754,754,Jordan Rinaldi,70,145.0,70,1.56,0.35,2.32,0.59,1.45,0.35,0.2,1.2,0,1,0,0,38.0,0
755,755,Nick Ring,72,185.0,72,3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3,0,0,1,0,47.0,0
756,756,Mike Rio,70,155.0,70,1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0,0,1,0,0,44.0,0
757,757,Diego Rivas,68,145.0,68,1.37,0.4,2.14,0.52,1.79,0.6,0.64,0.9,0,1,0,0,34.0,0
758,758,Jorge Rivera,73,185.0,73,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,0,1,0,0,54.0,0
759,759,Francisco Rivera,68,135.0,68,4.07,0.41,3.16,0.68,1.01,0.63,0.68,0.6,0,1,0,0,44.0,0
760,760,Jimmie Rivera,64,135.0,64,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1,0,1,0,0,36.0,0
761,761,Karl Roberson,73,185.0,73,3.0,0.51,2.42,0.57,0.99,0.57,0.5,0.8,0,0,1,0,35.0,0
762,762,Danny Roberts,73,170.0,73,3.41,0.44,3.08,0.55,0.18,0.06,0.53,0.4,0,0,1,0,38.0,0
763,763,Daniel Roberts,70,170.0,70,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,0,0,1,0,45.0,0
764,764,Roosevelt Roberts,74,155.0,74,3.03,0.49,2.27,0.52,1.75,0.53,0.58,1.1,0,1,0,0,32.0,0
765,765,Kenny Robertson,70,170.0,70,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,0,1,0,0,42.0,0
766,766,Gillian Robertson,65,125.0,65,2.05,0.51,2.1,0.51,2.64,0.46,0.0,0.9,0,1,0,0,30.0,1
767,767,Alvin Robinson,69,155.0,69,1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2,0,0,1,0,43.0,0
768,768,Vagner Rocha,70,155.0,70,2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9,0,1,0,0,43.0,0
769,769,Luke Rockhold,75,205.0,75,4.18,0.48,2.43,0.56,0.67,0.3,0.68,1.1,0,0,1,0,41.0,0
770,770,Yair Rodriguez,71,145.0,71,4.33,0.45,3.13,0.57,0.9,0.29,0.63,0.9,0,1,0,0,33.0,0
771,771,Marina Rodriguez,66,115.0,66,4.86,0.5,3.16,0.53,0.36,0.33,0.59,0.2,0,1,0,0,38.0,1
772,772,Daniel Rodriguez,73,170.0,73,7.68,0.46,6.12,0.57,1.34,0.62,0.9,0.3,0,0,1,0,39.0,0
773,773,Luis Rodriguez,66,125.0,66,1.27,0.37,3.2,0.54,2.0,0.5,1.0,2.0,0,1,0,0,26.0,0
774,774,Drako Rodriguez,68,135.0,68,2.57,0.35,2.57,0.26,2.75,1.0,0.0,2.8,0,1,0,0,29.0,0
775,775,Max Rohskopf,73,155.0,73,1.7,0.31,5.8,0.42,3.0,0.33,0.0,1.5,0,1,0,0,31.0,0
776,776,Marcos Rogerio de Lima,73,253.0,73,3.78,0.54,2.53,0.54,0.71,0.6,0.43,0.7,0,1,0,0,40.0,0
777,777,Shane Roller,70,155.0,70,2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9,0,1,0,0,46.0,0
778,778,Alexandr Romanov,74,262.0,74,4.31,0.39,1.76,0.43,6.35,0.66,0.0,3.2,0,0,1,0,35.0,0
779,779,Ricardo Romero,72,205.0,72,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3,0,1,0,0,47.0,0
780,780,Mara Romero Borella,66,125.0,66,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,0,1,0,0,39.0,1
781,781,Jesse Ronson,70,170.0,70,3.54,0.49,2.99,0.59,0.63,0.4,0.61,0.6,0,0,1,0,40.0,0
782,782,George Roop,73,135.0,73,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,0,1,0,0,44.0,0
783,783,Aaron Rosa,76,205.0,76,4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,0,1,0,0,42.0,0
784,784,Charles Rosa,69,145.0,69,3.11,0.37,3.78,0.48,1.76,0.32,0.4,1.0,0,0,0,1,39.0,0
785,785,Jared Rosholt,74,265.0,74,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,0,1,0,0,39.0,0
786,786,Ben Rothwell,76,265.0,76,3.55,0.41,4.57,0.46,0.63,0.33,0.69,0.3,0,1,0,0,44.0,0
787,787,Ronda Rousey,67,135.0,67,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,0,1,0,0,39.0,1
788,788,Brandon Royval,69,125.0,69,3.77,0.46,2.88,0.47,0.79,1.0,0.53,2.4,0,0,1,0,33.0,0
789,789,Mauricio Rua,73,205.0,73,3.57,0.5,2.71,0.54,2.12,0.48,0.47,0.8,0,1,0,0,44.0,0
790,790,Mike Russow,73,255.0,73,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7,0,1,0,0,49.0,0
791,791,Danny Sabatello,70,135.0,70,2.07,0.57,0.2,0.25,3.0,0.75,1.0,1.0,0,1,0,0,33.0,0
792,792,Amir Sadollah,70,170.0,70,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,0,1,0,0,45.0,0
793,793,Frankie Saenz,66,135.0,66,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,0,1,0,0,45.0,0
794,794,Tarec Saffiedine,70,170.0,70,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,0,0,0,1,39.0,0
795,795,Ovince Saint Preux,75,205.0,75,2.68,0.46,3.03,0.45,1.19,0.4,0.66,0.6,0,0,1,0,42.0,0
796,796,John Salter,73,185.0,73,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5,0,0,1,0,41.0,0
797,797,Josh Samman,75,185.0,75,2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4,0,1,0,0,38.0,0
